ID,startval,alpha,N,Delta,time
9218,3,0.001,2048,256,3.27821803092956
9219,3,0.001,2048,128,3.28465890884399
9220,3,0.001,2048,64,8.25368309020996
9221,3,0.001,2048,256,21.1031029224396
9222,3,0.001,2048,128,19.0675060749054
9223,3,0.001,2048,64,5.2570652961731
9224,3,0.001,2048,32,4.22597813606262
9225,3,0.001,2048,256,18.4596745967865
9226,3,0.001,2048,128,19.0652511119843
9227,3,0.001,2048,64,6.15377283096314
9228,3,0.001,2048,256,14.4209630489349
9229,3,0.001,2048,128,26.0823197364807
9230,3,0.001,2048,64,6.09900689125061
9231,3,0.001,2048,256,16.0448799133301
9232,3,0.001,2048,128,20.5090935230255
9233,3,0.001,2048,64,6.80674076080322
9234,3,0.001,2048,32,4.20604085922241
9235,3,0.001,2048,256,12.4290339946747
9236,3,0.001,2048,128,20.6606049537659
9237,3,0.001,2048,256,12.7320513725281
9238,3,0.001,2048,128,12.2495317459106
9239,3,0.001,2048,64,5.79432606697083
9240,3,0.001,2048,256,14.2480697631836
9241,3,0.001,2048,256,6.89132857322693
9242,3,0.001,2048,128,15.1951949596405
9243,3,0.001,2048,64,5.01714324951172
9244,3,0.001,2048,32,4.74954700469971
9245,3,0.001,2048,256,11.2083585262299
9246,3,0.001,2048,128,13.018176317215
9247,3,0.001,2048,64,4.10078859329224
9248,3,0.001,2048,32,4.02205014228821
9249,3,0.001,2048,16,2.58919358253479
9250,3,0.001,2048,256,5.63637924194336
9251,3,0.001,2048,128,15.044864654541
9252,3,0.001,2048,64,6.51740622520447
9253,3,0.001,2048,32,2.97537970542908
9254,3,0.001,2048,16,2.12508344650268
9255,3,0.001,2048,8,4.21685671806335
9256,3,0.001,2048,4,2.63516640663147
9257,3,0.001,2048,256,6.02425122261047
9258,3,0.001,2048,128,10.1362023353577
9259,3,0.001,2048,64,5.66751313209534
9260,3,0.001,2048,32,4.08965682983398
9261,3,0.001,2048,16,2.00153803825378
9262,3,0.001,2048,8,2.88824582099914
9263,3,0.001,2048,256,6.89477181434631
9264,3,0.001,2048,128,10.9838049411774
9265,3,0.001,2048,64,3.91143774986267
9266,3,0.001,2048,32,4.00371551513672
9267,3,0.001,2048,16,2.30823945999145
9268,3,0.001,2048,8,1.85776567459106
9269,3,0.001,2048,4,2.14452219009399
9270,3,0.001,2048,256,6.90072250366211
9271,3,0.001,2048,128,12.1307005882263
9272,3,0.001,2048,64,3.51912713050842
9273,3,0.001,2048,32,4.01399374008179
9274,3,0.001,2048,16,2.30281901359558
9275,3,0.001,2048,8,2.35261225700378
9276,3,0.001,2048,4,2.19499897956848
9277,3,0.001,2048,2,2.69596028327942
9278,3,0.001,2048,256,5.91857767105103
9279,3,0.001,2048,128,10.2480099201202
9280,3,0.001,2048,64,3.75505614280701
9281,3,0.001,2048,32,4.24128818511963
9282,3,0.001,2048,16,2.33747267723083
9283,3,0.001,2048,8,3.39616703987122
9284,3,0.001,2048,4,1.9164092540741
9285,3,0.001,2048,2,2.10937070846558
9286,3,0.001,2048,1,41.3831119537354
9287,3,0.001,2048,256,5.89967679977417
9288,3,0.001,2048,128,10.027007818222
9289,3,0.001,2048,64,3.7923264503479
9290,3,0.001,2048,32,4.05319428443909
9291,3,0.001,2048,16,2.41752576828003
9292,3,0.001,2048,8,3.00250387191772
9293,3,0.001,2048,4,1.99238634109497
9294,3,0.001,2048,2,3.08922672271729
9295,3,0.001,2048,1,53.7074599266052
9296,3,0.001,2048,0,0.029928684234619
9297,3,1.00E-07,256,16,0.026334285736084
9387,3,1.00E-07,256,8,0.030104160308838
9488,3,1.00E-07,256,4,0.147358179092407
9589,3,1.00E-07,256,2,0.030248165130615
9690,3,1.00E-07,256,32,0.022068500518799
9791,3,1.00E-07,256,16,0.019738674163818
9892,3,1.00E-07,256,8,0.027937889099121
9993,3,1.00E-07,256,4,0.029417991638184
10094,3,1.00E-07,256,2,0.024399757385254
10195,3,1.00E-07,256,1,0.187157154083252
10296,3,1.00E-07,256,32,0.019911289215088
10397,3,1.00E-07,256,32,0.020929098129272
10498,3,1.00E-07,256,16,0.020652532577515
10599,3,1.00E-07,256,8,0.033256769180298
10700,3,1.00E-07,256,4,0.02696704864502
10801,3,1.00E-07,256,2,0.024203300476074
10902,3,1.00E-07,256,1,0.162026882171631
10975,3,1.00E-07,256,32,0.019962072372437
10976,3,1.00E-07,256,32,0.01855206489563
10977,3,1.00E-05,256,32,0.125243902206421
10978,3,1.00E-05,256,16,0.035672187805176
10979,3,1.00E-05,256,8,0.01890754699707
10980,3,1.00E-05,256,4,0.016399145126343
10981,3,1.00E-05,256,2,0.016428470611572
10982,3,1.00E-05,256,32,0.147402286529541
10983,3,1.00E-05,256,16,0.023721694946289
10984,3,1.00E-05,256,8,0.018650531768799
10985,3,1.00E-05,256,4,0.016298532485962
10986,3,1.00E-05,256,2,0.016086578369141
10987,3,1.00E-07,256,16,0.017810583114624
10988,3,1.00E-05,256,32,0.458590269088745
10989,3,1.00E-05,256,16,0.021995782852173
10990,3,1.00E-05,256,8,0.018148899078369
10991,3,1.00E-05,256,4,0.016092538833618
10992,3,1.00E-05,256,2,0.016022920608521
10993,3,1.00E-05,256,1,0.307027339935303
10994,3,1.00E-05,256,0,0.003924608230591
10995,3,1.00E-07,256,8,0.018209218978882
10996,3,1.00E-07,256,4,0.018163204193115
10997,3,1.00E-07,256,32,0.02524995803833
10998,3,1.00E-07,256,16,0.031262636184692
10999,3,1.00E-07,256,8,0.072220802307129
11000,3,1.00E-07,256,4,0.116479158401489
11001,3,0.0001,256,32,0.410543918609619
11002,3,0.0001,256,16,0.032871961593628
11003,3,0.0001,256,8,0.019020080566406
11004,3,0.0001,256,32,0.168208599090576
11005,3,0.0001,256,16,0.080626726150513
11006,3,0.0001,256,8,0.029555797576904
11007,3,0.0001,256,4,0.016594648361206
11008,3,0.0001,256,2,0.016671180725098
11009,3,0.0001,256,1,0.317308664321899
11010,3,0.0001,256,0,0.003947496414185
11011,3,1.00E-07,256,2,0.034310817718506
11012,3,1.00E-07,256,32,0.020529508590698
11013,3,1.00E-07,256,16,0.031177759170532
11014,3,1.00E-07,256,8,0.05896258354187
11015,3,1.00E-07,256,4,0.028520107269287
11016,3,1.00E-07,256,2,0.023573875427246
11017,3,1.00E-07,256,1,0.16897439956665
11018,3,1.00E-07,256,32,0.017941474914551
11019,3,1.00E-07,256,32,0.019021272659302
11020,3,1.00E-07,256,32,0.021609783172607
11021,3,1.00E-07,256,16,0.019653081893921
11022,3,1.00E-07,256,8,0.033374547958374
11023,3,1.00E-07,256,4,0.019905090332031
11024,3,0.001,256,32,0.133220195770264
11025,3,0.001,256,32,0.565780878067017
11026,3,0.001,256,16,0.540702819824219
11027,3,0.001,256,8,2.19540476799011
11028,3,0.001,256,32,1.05439162254334
11029,3,0.001,256,16,0.03455662727356
11030,3,0.001,256,8,1.44322276115417
11031,3,0.001,256,4,0.043314695358276
11032,3,0.001,256,32,0.238838672637939
11033,3,0.001,256,16,0.168179988861084
11034,3,1.00E-07,256,32,0.015859127044678
11035,3,0.001,256,8,1.15211868286133
11036,3,0.001,256,32,0.0529465675354
11037,3,0.001,256,16,0.085534334182739
11038,3,0.001,256,8,0.154324769973755
11039,3,0.001,256,32,0.088610887527466
11040,3,0.001,256,16,0.124437570571899
11041,3,0.001,256,8,0.168574094772339
11042,3,0.001,256,4,0.117526054382324
11043,3,0.001,256,32,0.236645936965942
11044,3,0.001,256,16,0.095501661300659
11045,3,1.00E-07,256,16,0.025183916091919
11046,3,0.001,256,8,0.159875154495239
11047,3,0.001,256,32,0.126765489578247
11048,3,0.001,256,16,0.05318808555603
11049,3,0.001,256,8,1.07755947113037
11050,3,0.001,256,4,0.065064430236816
11051,3,0.001,256,32,0.018335580825806
11052,3,0.001,256,16,0.809341192245483
11053,3,0.001,256,32,0.279948949813843
11054,3,0.001,256,32,0.039085149765015
11055,3,0.001,256,32,0.203717947006225
11056,3,1.00E-07,256,8,0.058012723922729
11057,3,0.001,256,16,0.088063478469849
11058,3,0.001,256,8,0.077613592147827
11059,3,0.001,256,32,0.076772928237915
11060,3,0.001,256,16,0.055428266525269
11061,3,0.001,256,8,0.128818988800049
11062,3,0.001,256,4,0.031728267669678
11063,3,0.001,256,32,0.04756760597229
11064,3,0.001,256,16,0.059496879577637
11065,3,0.001,256,8,0.053996324539185
11066,3,0.001,256,32,0.052128791809082
11067,3,1.00E-07,256,4,0.089175224304199
11068,3,0.001,256,16,0.044030427932739
11069,3,0.001,256,8,0.057370185852051
11070,3,0.001,256,4,0.026422023773193
11071,3,0.001,256,32,0.090195894241333
11072,3,0.001,256,16,0.068464756011963
11073,3,0.001,256,8,0.035589218139648
11074,3,0.001,256,32,0.047308683395386
11075,3,0.001,256,16,0.284008502960205
11076,3,0.001,256,8,0.055445432662964
11077,3,0.001,256,4,0.031223058700562
11078,3,1.00E-07,256,2,0.02045464515686
11079,3,0.001,256,32,0.038021326065063
11080,3,0.001,256,16,0.038851976394653
11081,3,0.001,256,8,0.035565853118896
11082,3,0.001,256,32,0.056884527206421
11083,3,0.001,256,16,0.048798799514771
11084,3,0.001,256,8,0.033511161804199
11085,3,0.001,256,32,0.049306392669678
11086,3,0.001,256,16,0.049173593521118
11087,3,0.001,256,8,0.03741979598999
11088,3,0.001,256,4,0.034779787063599
11089,3,1.00E-07,256,1,0.152194499969482
11090,3,0.001,256,32,0.254935264587402
11091,3,0.001,256,16,0.089560508728027
11092,3,0.001,256,8,0.036059141159058
11093,3,0.001,256,32,0.110884428024292
11094,3,0.001,256,16,0.050989866256714
11095,3,0.001,256,8,0.062810897827148
11096,3,0.001,256,4,0.03452205657959
11097,3,0.001,256,32,0.077385902404785
11098,3,0.001,256,16,0.039974212646484
11099,3,0.001,256,8,0.046935319900513
11100,3,1.00E-07,256,32,0.020314693450928
11101,3,0.001,256,32,0.051087617874146
11102,3,0.001,256,16,0.051012516021729
11103,3,0.001,256,8,0.030749082565308
11104,3,0.001,256,32,0.29760479927063
11105,3,0.001,256,16,0.059152126312256
11106,3,0.001,256,8,0.114680290222168
11107,3,0.001,256,4,0.033063411712646
11108,3,0.001,256,32,0.199454545974731
11109,3,0.001,256,16,0.072979927062988
11110,3,0.001,256,8,0.034405469894409
11111,3,1.00E-07,256,32,0.018703937530518
11112,3,0.001,256,32,0.060713052749634
11113,3,0.001,256,16,0.047142505645752
11114,3,0.001,256,8,0.064335107803345
11115,3,0.001,256,32,0.092348337173462
11116,3,0.001,256,16,0.052613258361816
11117,3,0.001,256,8,0.127415418624878
11118,3,0.001,256,4,0.026221990585327
11119,3,0.001,256,32,0.085336923599243
11120,3,0.001,256,16,0.082236051559448
11121,3,0.001,256,8,0.033119201660156
11122,3,1.00E-07,256,16,0.017293453216553
11123,3,0.001,256,32,0.134551048278809
11124,3,0.001,256,16,0.073565483093262
11125,3,0.001,256,8,0.074304342269897
11126,3,0.001,256,32,0.175967216491699
11127,3,0.001,256,16,0.175840139389038
11128,3,0.001,256,8,0.2407386302948
11129,3,0.001,256,4,0.055479049682617
11135,3,0.001,256,2,0.042825698852539
11146,3,0.001,256,32,0.095540285110474
11157,3,0.001,256,16,0.076282024383545
11168,3,1.00E-07,256,8,0.01788854598999
11169,3,0.001,256,8,0.099884033203125
11180,3,0.001,256,32,0.108887672424316
11191,3,0.001,256,16,0.074223518371582
11202,3,0.001,256,8,0.207621097564697
11213,3,0.001,256,4,0.083901882171631
11224,3,0.001,256,32,0.10887861251831
11235,3,0.001,256,16,0.085069894790649
11246,3,0.001,256,8,0.104018449783325
11257,3,0.001,256,32,0.164088010787964
11268,3,0.001,256,16,0.065580606460571
11279,3,1.00E-07,256,32,0.019790172576904
11280,3,1.00E-07,256,4,0.018413066864014
11281,3,0.001,256,8,0.305909156799316
11292,3,0.001,256,4,0.125691413879394
11303,3,0.001,256,32,0.048285245895386
11314,3,0.001,256,16,0.048324584960938
11325,3,0.001,256,8,0.035340547561646
11336,3,0.001,256,32,0.125561714172363
11347,3,0.001,256,16,0.057088136672974
11358,3,0.001,256,8,0.295529365539551
11369,3,0.001,256,4,0.084862470626831
11380,3,0.001,256,32,0.095516920089722
11391,3,1.00E-07,256,32,0.015795230865479
11392,3,0.001,256,16,0.065706729888916
11403,3,0.001,256,8,0.095387935638428
11414,3,0.001,256,4,0.075306415557861
11425,3,0.001,256,32,0.029905319213867
11436,3,0.001,256,16,0.029382228851318
11447,3,0.001,256,8,0.699860811233521
11458,3,0.001,256,4,0.186447858810425
11469,3,0.001,256,2,0.099038600921631
11480,3,0.001,256,32,0.030306816101074
11491,3,0.001,256,16,0.030728101730347
11502,3,1.00E-07,256,16,0.025336265563965
11503,3,0.001,256,8,0.272103309631348
11514,3,0.001,256,32,0.030160665512085
11518,3,0.001,256,16,0.029967546463013
11519,3,0.001,256,32,0.029999971389771
11520,3,0.001,256,16,0.037147283554077
11521,3,0.001,256,8,0.034659862518311
11522,3,0.001,256,32,0.478414535522461
11523,3,0.001,256,16,0.673699855804443
11524,3,0.001,256,8,0.209932804107666
11525,3,0.001,256,32,0.135622024536133
11526,3,1.00E-07,256,8,0.039589166641235
11527,3,0.001,256,32,0.816648006439209
11528,3,0.001,256,16,1.03076577186584
11529,3,0.001,256,8,0.426543712615967
11530,3,0.001,256,4,0.202714443206787
11531,3,0.001,256,2,0.082215309143066
11532,3,0.001,256,32,1.22025299072266
11533,3,0.001,256,16,0.980542898178101
11534,3,0.001,256,8,0.415605068206787
11535,3,0.001,256,4,0.408643245697022
11536,3,0.001,256,2,0.123927354812622
11537,3,1.00E-07,256,4,0.088898658752441
11538,3,0.001,256,32,1.12634634971619
11539,3,0.001,256,16,1.04150152206421
11540,3,0.001,256,8,0.648736953735352
11541,3,0.001,256,4,0.264176607131958
11542,3,0.001,256,2,0.119929790496826
11543,3,0.001,256,32,1.23029732704163
11544,3,0.001,256,16,1.19008111953735
11552,3,0.001,256,8,0.619439601898193
11563,3,0.001,256,4,0.285980463027954
11574,3,0.001,256,32,0.947814226150513
11585,3,1.00E-07,256,2,0.014983654022217
11586,3,0.001,256,16,1.12041306495667
11597,3,0.001,256,8,0.54584813117981
11608,3,0.001,256,4,0.240161180496216
11619,3,0.001,256,2,0.130071878433227
11630,3,0.001,256,32,0.950693130493164
11641,3,0.001,256,16,1.09166765213013
11652,3,0.001,256,8,0.678329706192017
11663,3,0.001,256,4,0.202772617340088
11674,3,0.001,256,2,0.122126579284668
11685,3,0.001,256,1,0.351360559463501
11696,3,1.00E-07,256,32,0.021001100540161
11697,3,0.001,256,32,0.888915777206421
11708,3,0.001,256,16,0.772351026535034
11719,3,0.001,256,8,0.748348951339722
11730,3,0.001,256,4,0.401882886886597
11741,3,0.001,256,2,0.194911241531372
11752,3,0.001,256,1,0.34908652305603
11763,3,0.001,256,32,0.608553171157837
11774,3,0.001,256,16,0.780229330062866
11785,3,0.001,256,8,0.52429723739624
11796,3,0.001,256,4,0.421934604644775
11807,3,1.00E-07,256,16,0.028906583786011
11808,3,0.001,256,2,0.160203695297241
11819,3,0.001,256,1,0.331571578979492
11830,3,0.001,256,32,1.08690690994263
11841,3,0.001,256,16,1.08500909805298
11852,3,0.001,256,8,0.558142423629761
11863,3,0.001,256,4,0.222118139266968
11874,3,0.001,256,2,0.178199291229248
11878,3,0.001,256,1,0.333078145980835
11879,3,0.001,256,0,0.003913402557373
11880,3,1.00E-07,256,8,0.031641244888306
11939,3,1.00E-07,256,4,0.05058741569519
12040,3,1.00E-07,256,16,0.032070636749268
12041,3,1.00E-07,256,2,0.032171010971069
12062,3,1.00E-07,512,64,0.04166054725647
12073,3,1.00E-07,512,32,0.040006399154663
12084,3,1.00E-07,512,16,0.084809303283691
12095,3,1.00E-07,512,8,0.069639205932617
12106,3,1.00E-07,512,64,0.066069364547729
12117,3,1.00E-07,512,32,0.064774751663208
12128,3,1.00E-07,512,16,0.125115156173706
12139,3,1.00E-07,512,8,0.037276744842529
12150,3,1.00E-07,256,32,0.015934705734253
12151,3,1.00E-07,512,64,0.056111097335815
12160,3,1.00E-07,512,32,0.150977373123169
12161,3,1.00E-07,512,16,0.092110872268677
12162,3,1.00E-07,512,8,0.039499998092651
12163,3,1.00E-07,512,4,0.05992317199707
12164,3,1.00E-07,512,64,0.078535079956055
12165,3,1.00E-07,512,64,0.051803588867188
12166,3,1.00E-07,512,32,0.071139097213745
12167,3,1.00E-07,512,64,0.045759916305542
12168,3,1.00E-07,512,32,0.096898794174194
12169,3,1.00E-07,256,16,0.0158531665802
12170,3,1.00E-07,512,64,0.037776708602905
12171,3,1.00E-07,512,32,0.041580677032471
12172,3,1.00E-07,512,16,0.039973735809326
12173,3,1.00E-07,512,64,0.04805326461792
12174,3,1.00E-07,512,32,0.031345844268799
12175,3,1.00E-07,512,16,0.054102659225464
12176,3,1.00E-07,512,64,0.041569232940674
12177,3,1.00E-07,512,32,0.045108556747437
12178,3,1.00E-07,512,16,0.042790174484253
12179,3,1.00E-07,512,8,0.048033952713013
12180,3,1.00E-07,256,8,0.0811448097229
12181,3,1.00E-07,512,64,0.049684047698975
12182,3,1.00E-07,512,64,0.037355184555054
12183,3,1.00E-07,512,32,0.036760330200195
12184,3,1.00E-07,512,16,0.054912567138672
12185,3,1.00E-07,512,64,0.31503701210022
12186,3,1.00E-07,512,32,0.133797168731689
12187,3,1.00E-07,512,16,0.102095127105713
12188,3,1.00E-07,512,64,0.03991174697876
12189,3,1.00E-07,512,32,0.035776138305664
12190,3,1.00E-07,512,16,0.068541049957275
12191,3,1.00E-07,256,4,0.097892045974731
12192,3,1.00E-07,512,8,0.05258321762085
12193,3,1.00E-07,512,64,0.063551902770996
12194,3,1.00E-07,512,64,0.075185775756836
12195,3,1.00E-07,512,64,0.037403583526611
12196,3,1.00E-07,512,64,0.051557540893555
12197,3,1.00E-07,512,32,0.05917763710022
12198,3,1.00E-07,512,16,0.142948150634766
12199,3,1.00E-07,512,8,0.071638584136963
12200,3,1.00E-07,512,4,0.165368318557739
12201,3,1.00E-07,512,64,0.045970916748047
12202,3,1.00E-07,256,2,0.034940242767334
12203,3,1.00E-07,512,32,0.050384283065796
12204,3,1.00E-07,512,16,0.044357061386108
12205,3,1.00E-07,512,64,0.041600704193115
12207,3,1.00E-07,512,32,0.091055631637573
12218,3,1.00E-07,512,16,0.076195478439331
12229,3,1.00E-07,512,8,0.059609413146973
12240,3,1.00E-07,512,64,0.201453685760498
12251,3,1.00E-07,512,32,0.049447774887085
12262,3,1.00E-07,512,16,0.479841470718384
12273,3,1.00E-07,512,8,0.055467844009399
12284,3,1.00E-07,256,32,0.020364284515381
12285,3,1.00E-07,512,4,0.065934181213379
12296,3,1.00E-07,512,64,0.071222305297852
12307,3,1.00E-07,512,64,0.065425395965576
12318,3,1.00E-07,512,32,0.044635772705078
12329,3,1.00E-07,512,16,0.034451961517334
12340,3,1.00E-07,512,8,0.050200939178467
12351,3,1.00E-07,512,4,0.075715065002441
12362,3,1.00E-07,512,64,0.148977518081665
12373,3,1.00E-07,512,32,0.042773246765137
12384,3,1.00E-07,512,16,0.052212476730347
12395,3,1.00E-07,256,16,0.030541658401489
12396,3,1.00E-07,512,8,0.048192977905273
12407,3,1.00E-07,512,4,0.048955917358398
12418,3,1.00E-07,512,2,0.045738935470581
12429,3,1.00E-07,512,64,0.525254011154175
12440,3,1.00E-07,512,64,0.264185667037964
12451,3,1.00E-07,512,64,0.037000179290771
12462,3,1.00E-07,512,32,0.363262891769409
12473,3,1.00E-07,512,16,0.162973880767822
12484,3,1.00E-07,512,8,0.080941438674927
12488,3,1.00E-07,512,4,0.165985822677612
12489,3,1.00E-07,256,8,0.046239614486694
12490,3,1.00E-07,512,64,0.065811634063721
12491,3,1.00E-07,512,64,0.042570114135742
12492,3,1.00E-07,512,64,0.036335945129395
12493,3,1.00E-07,512,32,0.039043188095093
12494,3,1.00E-07,512,16,0.248016834259033
12495,3,1.00E-07,512,8,0.266222953796387
12496,3,1.00E-07,512,64,0.071156740188599
12497,3,1.00E-07,512,32,0.061570644378662
12498,3,1.00E-07,512,16,0.046185493469238
12499,3,1.00E-07,512,8,0.05326247215271
12500,3,1.00E-07,256,4,0.229515314102173
12501,3,1.00E-07,512,64,0.042251586914063
12502,3,1.00E-07,512,32,0.068604707717896
12503,3,1.00E-07,512,16,0.119365453720093
12504,3,1.00E-07,512,8,0.080538988113403
12505,3,1.00E-07,512,64,0.087791442871094
12506,3,1.00E-07,512,32,0.10326623916626
12507,3,1.00E-07,512,16,0.051303625106812
12508,3,1.00E-07,512,8,0.031215906143188
12509,3,1.00E-07,512,4,0.031088590621948
12510,3,1.00E-07,512,64,0.148764371871948
12511,3,1.00E-07,256,32,0.022425174713135
12512,3,1.00E-07,256,2,0.176788568496704
12513,3,1.00E-07,512,64,0.036745309829712
12514,3,1.00E-07,512,32,0.100876331329346
12515,3,1.00E-07,512,16,0.034543037414551
12516,3,1.00E-07,512,8,0.069856882095337
12517,3,1.00E-07,512,4,0.06691312789917
12518,3,1.00E-07,512,64,0.033390998840332
12519,3,1.00E-07,512,32,0.034172058105469
12520,3,1.00E-07,512,16,0.037526607513428
12521,3,1.00E-07,512,64,0.04987096786499
12522,3,1.00E-07,512,32,0.279703378677368
12523,3,1.00E-07,256,1,0.153648614883423
12524,3,1.00E-07,512,16,0.619775772094727
12525,3,1.00E-07,512,8,0.053176879882813
12526,3,1.00E-07,512,64,0.079586505889893
12527,3,1.00E-07,512,32,0.164231300354004
12528,3,1.00E-07,512,16,0.055195331573486
12529,3,1.00E-07,512,8,0.031497001647949
12530,3,1.00E-07,512,4,0.031589984893799
12531,3,1.00E-07,512,64,0.0916588306427
12532,3,1.00E-07,512,64,0.043230533599854
12533,3,1.00E-07,512,32,0.135556697845459
12534,3,1.00E-07,256,32,0.029312372207642
12535,3,1.00E-07,512,16,0.062579870223999
12536,3,1.00E-07,512,8,0.293545246124268
12537,3,1.00E-07,512,4,0.049347639083862
12538,3,1.00E-07,512,64,0.414303064346314
12539,3,1.00E-07,512,64,0.067180395126343
12540,3,1.00E-07,512,32,0.039031028747559
12541,3,1.00E-07,512,16,0.033162117004395
12548,3,1.00E-07,512,8,0.031140089035034
12559,3,1.00E-07,512,4,0.042057752609253
12570,3,1.00E-07,512,64,0.058864831924438
12581,3,1.00E-07,256,16,0.018339157104492
12582,3,1.00E-07,512,32,0.509831428527832
12593,3,1.00E-07,512,16,0.059283018112183
12604,3,1.00E-07,512,8,0.046449184417725
12615,3,1.00E-07,512,4,0.033422946929932
12626,3,1.00E-07,512,2,0.0471031665802
12637,3,1.00E-07,512,64,0.040891647338867
12648,3,1.00E-07,512,64,0.039693355560303
12659,3,1.00E-07,512,32,0.065384864807129
12670,3,1.00E-07,512,16,0.034008502960205
12681,3,1.00E-07,512,8,0.07707142829895
12692,3,1.00E-07,256,8,0.017470121383667
12693,3,1.00E-07,512,64,0.031819820404053
12704,3,1.00E-07,512,32,0.216245651245117
12715,3,1.00E-07,512,16,0.076760292053223
12726,3,1.00E-07,512,8,0.048179626464844
12737,3,1.00E-07,512,4,0.045823574066162
12748,3,1.00E-07,512,64,0.038091659545898
12759,3,1.00E-07,512,32,0.039761543273926
12770,3,1.00E-07,512,16,0.214595079421997
12781,3,1.00E-07,512,8,0.058200836181641
12792,3,1.00E-07,512,64,0.0340576171875
12803,3,1.00E-07,256,4,0.015491485595703
12804,3,1.00E-07,512,32,0.046282768249512
12815,3,1.00E-07,512,16,0.034462928771973
12826,3,1.00E-07,512,64,0.036273241043091
12837,3,1.00E-07,512,32,0.563210964202881
12848,3,1.00E-07,512,16,0.105424880981445
12859,3,1.00E-07,512,8,0.340089321136475
12870,3,1.00E-07,512,64,0.057640552520752
12881,3,1.00E-07,512,32,0.328714370727539
12892,3,1.00E-07,512,16,0.124669075012207
12903,3,1.00E-07,512,8,0.042888164520264
12914,3,1.00E-07,256,32,0.01978325843811
12915,3,1.00E-07,512,4,0.039534568786621
12926,3,1.00E-07,512,64,0.075127840042114
12937,3,1.00E-07,512,64,0.093562841415405
12948,3,1.00E-07,512,32,0.125056028366089
12959,3,1.00E-07,512,16,0.618084907531738
12970,3,1.00E-07,512,8,0.054144382476807
12981,3,1.00E-07,512,64,0.211329460144043
12992,3,1.00E-07,512,64,0.152841329574585
13003,3,1.00E-07,512,32,0.038044452667236
13014,3,1.00E-07,512,16,0.087341070175171
13025,3,1.00E-07,256,16,0.01840877532959
13026,3,1.00E-07,512,8,0.059118747711182
13037,3,1.00E-07,512,4,0.137507438659668
13048,3,1.00E-07,512,64,0.37162184715271
13059,3,1.00E-07,512,32,0.159539699554443
13070,3,1.00E-07,512,16,0.773617029190064
13081,3,1.00E-07,512,8,0.820095062255859
13092,3,1.00E-07,512,4,0.060324192047119
13103,3,1.00E-07,512,2,0.047033786773682
13114,3,1.00E-07,512,64,0.040062427520752
13125,3,1.00E-07,512,64,0.775867700576782
13136,3,1.00E-07,256,8,0.028659582138062
13137,3,1.00E-07,512,32,0.041938781738281
13148,3,1.00E-07,512,16,0.259600162506104
13159,3,1.00E-07,512,8,0.061495542526245
13170,3,1.00E-07,512,4,0.134475946426392
13181,3,1.00E-07,512,64,0.101212978363037
13192,3,1.00E-07,512,64,0.039190530776978
13203,3,1.00E-07,512,32,0.037048816680908
13214,3,1.00E-07,512,16,0.033033132553101
13225,3,1.00E-07,512,8,0.031129837036133
13236,3,1.00E-07,512,64,0.108416080474854
13247,3,1.00E-07,256,4,0.149596691131592
13248,3,1.00E-07,512,32,0.059478282928467
13259,3,1.00E-07,512,16,0.696907043457031
13270,3,1.00E-07,512,8,0.055020093917847
13281,3,1.00E-07,512,4,0.10428524017334
13292,3,1.00E-07,512,64,0.112758874893188
13303,3,1.00E-07,512,64,0.162096261978149
13314,3,1.00E-07,512,32,0.096712589263916
13325,3,1.00E-07,512,16,0.399632930755615
13336,3,1.00E-07,512,8,0.490514755249023
13347,3,1.00E-07,512,4,0.075302839279175
13358,3,1.00E-07,256,16,0.045674800872803
13359,3,1.00E-07,256,2,0.057880163192749
13360,3,1.00E-07,512,64,0.051222801208496
13371,3,1.00E-07,512,32,0.041687726974487
13382,3,1.00E-07,512,16,0.038995981216431
13393,3,1.00E-07,512,8,0.036002159118652
13404,3,1.00E-07,512,64,0.111176490783691
13415,3,1.00E-07,512,32,1.01164507865906
13426,3,1.00E-07,512,16,1.94873952865601
13437,3,1.00E-07,512,8,0.165848016738892
13448,3,1.00E-07,512,4,0.082090139389038
13459,3,1.00E-07,512,64,0.7124924659729
13470,3,1.00E-07,256,32,0.016305923461914
13471,3,1.00E-07,512,64,0.238115549087524
13482,3,1.00E-07,512,64,0.076316118240356
13493,3,1.00E-07,512,32,0.034810066223145
13504,3,1.00E-07,512,16,0.032635450363159
13515,3,1.00E-07,512,8,0.031462430953979
13526,3,1.00E-07,512,64,0.121073007583618
13537,3,1.00E-07,512,32,0.068511247634888
13548,3,1.00E-07,512,16,0.497663974761963
13559,3,1.00E-07,512,8,0.701514720916748
13570,3,1.00E-07,512,4,0.369137287139893
13581,3,1.00E-07,256,16,0.016101121902466
13582,3,1.00E-07,512,64,0.231769800186157
13593,3,1.00E-07,512,32,0.239107847213745
13604,3,1.00E-07,512,16,0.089129686355591
13615,3,1.00E-07,512,8,0.036508560180664
13626,3,1.00E-07,512,64,0.157400131225586
13637,3,1.00E-07,512,32,0.077589511871338
13648,3,1.00E-07,512,16,1.06457209587097
13659,3,1.00E-07,512,8,1.29264831542969
13670,3,1.00E-07,512,4,0.172495365142822
13681,3,1.00E-07,512,64,0.042433738708496
13692,3,1.00E-07,256,8,0.054797172546387
13693,3,1.00E-07,512,32,0.122536420822143
13704,3,1.00E-07,512,16,0.843423128128052
13715,3,1.00E-07,512,8,2.12229013442993
