Inst,alpha,N,Delta,time
newinstances/instance1_16952.npz,9.999999999999999e-06,2048,4,9.879602432250977
newinstances/instance1_16953.npz,9.999999999999999e-06,2048,2,3.8468878269195557
newinstances/instance1_16954.npz,9.999999999999999e-06,2048,256,0.3701968193054199
newinstances/instance1_16955.npz,9.999999999999999e-06,2048,128,0.39769411087036133
newinstances/instance1_16956.npz,9.999999999999999e-06,2048,64,10.750811338424683
newinstances/instance1_16957.npz,9.999999999999999e-06,2048,32,6.3635218143463135
newinstances/instance1_16958.npz,9.999999999999999e-06,2048,16,18.61793303489685
newinstances/instance1_16959.npz,9.999999999999999e-06,2048,8,3.6628637313842773
newinstances/instance1_16960.npz,9.999999999999999e-06,2048,4,2.6054697036743164
newinstances/instance1_16961.npz,9.999999999999999e-06,2048,2,4.096553087234497
newinstances/instance1_16962.npz,9.999999999999999e-06,2048,256,0.34456944465637207
newinstances/instance1_16963.npz,9.999999999999999e-06,2048,128,0.45522594451904297
newinstances/instance1_16964.npz,9.999999999999999e-06,2048,64,7.378032207489014
newinstances/instance1_16965.npz,9.999999999999999e-06,2048,32,6.421876907348633
newinstances/instance1_16966.npz,9.999999999999999e-06,2048,16,10.062046766281128
newinstances/instance1_16967.npz,9.999999999999999e-06,2048,8,3.232208013534546
newinstances/instance1_16968.npz,9.999999999999999e-06,2048,4,2.523228406906128
newinstances/instance1_16969.npz,9.999999999999999e-06,2048,2,2.281503200531006
newinstances/instance1_16970.npz,9.999999999999999e-06,2048,256,0.47832727432250977
newinstances/instance1_16971.npz,9.999999999999999e-06,2048,128,0.45081591606140137
newinstances/instance1_16972.npz,9.999999999999999e-06,2048,64,8.088814735412598
newinstances/instance1_16973.npz,9.999999999999999e-06,2048,32,7.255627155303955
newinstances/instance1_16974.npz,9.999999999999999e-06,2048,16,7.849090576171875
newinstances/instance1_16975.npz,9.999999999999999e-06,2048,8,4.498190879821777
newinstances/instance1_16976.npz,9.999999999999999e-06,2048,4,4.804834365844727
newinstances/instance1_16977.npz,9.999999999999999e-06,2048,2,4.433873891830444
newinstances/instance1_16978.npz,9.999999999999999e-06,2048,256,34.16120266914368
newinstances/instance1_16979.npz,9.999999999999999e-06,2048,128,28.128612279891968
newinstances/instance1_16980.npz,9.999999999999999e-06,2048,64,7.179093599319458
newinstances/instance1_16981.npz,9.999999999999999e-06,2048,32,6.090187072753906
newinstances/instance1_16982.npz,9.999999999999999e-06,2048,16,3.231320858001709
newinstances/instance1_16983.npz,9.999999999999999e-06,2048,8,2.810698986053467
newinstances/instance1_16984.npz,9.999999999999999e-06,2048,4,4.6704277992248535
newinstances/instance1_16985.npz,9.999999999999999e-06,2048,2,3.208688259124756
newinstances/instance1_16986.npz,9.999999999999999e-06,2048,256,31.17480731010437
newinstances/instance1_16987.npz,9.999999999999999e-06,2048,128,27.527873277664185
newinstances/instance1_16988.npz,9.999999999999999e-06,2048,64,4.801209449768066
newinstances/instance1_16989.npz,9.999999999999999e-06,2048,32,6.750703811645508
newinstances/instance1_16990.npz,9.999999999999999e-06,2048,16,14.545792579650879
newinstances/instance1_16991.npz,9.999999999999999e-06,2048,8,3.041468381881714
newinstances/instance1_16992.npz,9.999999999999999e-06,2048,4,3.38200044631958
newinstances/instance1_16993.npz,9.999999999999999e-06,2048,2,2.2342610359191895
newinstances/instance1_16994.npz,9.999999999999999e-06,2048,256,31.48892092704773
newinstances/instance1_16995.npz,9.999999999999999e-06,2048,128,23.197582960128784
newinstances/instance1_16996.npz,9.999999999999999e-06,2048,64,3.263460397720337
newinstances/instance1_16997.npz,9.999999999999999e-06,2048,32,10.78748083114624
newinstances/instance1_16998.npz,9.999999999999999e-06,2048,16,4.983797550201416
newinstances/instance1_16999.npz,9.999999999999999e-06,2048,8,3.3840034008026123
newinstances/instance1_170.npz,"1,00E-07",256,16,0.09540128707885742
newinstances/instance1_17000.npz,9.999999999999999e-06,2048,4,4.179814577102661
newinstances/instance1_17001.npz,9.999999999999999e-06,2048,2,4.979645252227783
newinstances/instance1_17002.npz,9.999999999999999e-06,2048,256,30.192603588104248
newinstances/instance1_17003.npz,9.999999999999999e-06,2048,128,28.007237195968628
newinstances/instance1_17004.npz,9.999999999999999e-06,2048,64,6.350354433059692
newinstances/instance1_17005.npz,9.999999999999999e-06,2048,32,5.208767414093018
newinstances/instance1_17006.npz,9.999999999999999e-06,2048,16,23.1248676776886
newinstances/instance1_17007.npz,9.999999999999999e-06,2048,8,3.362586736679077
newinstances/instance1_17008.npz,9.999999999999999e-06,2048,4,2.720951557159424
newinstances/instance1_17009.npz,9.999999999999999e-06,2048,2,5.3750011920928955
newinstances/instance1_17010.npz,9.999999999999999e-06,2048,256,23.520442247390747
newinstances/instance1_17011.npz,9.999999999999999e-06,2048,128,42.63884472846985
newinstances/instance1_17012.npz,9.999999999999999e-06,2048,64,7.009811162948608
newinstances/instance1_17013.npz,9.999999999999999e-06,2048,32,20.210169553756714
newinstances/instance1_17014.npz,9.999999999999999e-06,2048,16,9.948893785476685
newinstances/instance1_17015.npz,9.999999999999999e-06,2048,8,3.204763650894165
newinstances/instance1_17016.npz,9.999999999999999e-06,2048,4,18.701265335083008
newinstances/instance1_17017.npz,9.999999999999999e-06,2048,2,2.2659404277801514
newinstances/instance1_17018.npz,9.999999999999999e-06,2048,256,107.28595995903015
newinstances/instance1_17019.npz,9.999999999999999e-06,2048,128,26.100767850875854
newinstances/instance1_17020.npz,9.999999999999999e-06,2048,64,7.941681146621704
newinstances/instance1_17021.npz,9.999999999999999e-06,2048,32,5.545742988586426
newinstances/instance1_17022.npz,9.999999999999999e-06,2048,16,3.411728620529175
newinstances/instance1_17023.npz,9.999999999999999e-06,2048,8,3.487029790878296
newinstances/instance1_17024.npz,9.999999999999999e-06,2048,4,2.917649507522583
newinstances/instance1_17025.npz,9.999999999999999e-06,2048,2,4.105151891708374
newinstances/instance1_17026.npz,9.999999999999999e-06,2048,256,240.00151085853577
newinstances/instance1_17027.npz,9.999999999999999e-06,2048,128,42.93455195426941
newinstances/instance1_17028.npz,9.999999999999999e-06,2048,64,5.6522581577301025
newinstances/instance1_17029.npz,9.999999999999999e-06,2048,32,6.139692068099976
newinstances/instance1_17030.npz,9.999999999999999e-06,2048,16,10.270877599716187
newinstances/instance1_17031.npz,9.999999999999999e-06,2048,8,3.368858814239502
newinstances/instance1_17032.npz,9.999999999999999e-06,2048,4,8.685609817504883
newinstances/instance1_17033.npz,9.999999999999999e-06,2048,2,4.395602464675903
newinstances/instance1_17034.npz,9.999999999999999e-06,2048,256,26.615565299987793
newinstances/instance1_17035.npz,9.999999999999999e-06,2048,128,35.60731029510498
newinstances/instance1_17036.npz,9.999999999999999e-06,2048,64,5.471259593963623
newinstances/instance1_17037.npz,9.999999999999999e-06,2048,32,6.550284385681152
newinstances/instance1_17038.npz,9.999999999999999e-06,2048,16,19.2456796169281
newinstances/instance1_17039.npz,9.999999999999999e-06,2048,8,4.358597278594971
newinstances/instance1_17040.npz,9.999999999999999e-06,2048,4,2.551853656768799
newinstances/instance1_17041.npz,9.999999999999999e-06,2048,2,4.111111640930176
newinstances/instance1_17042.npz,9.999999999999999e-06,2048,256,25.491982460021973
newinstances/instance1_17043.npz,9.999999999999999e-06,2048,128,41.58650302886963
newinstances/instance1_17044.npz,9.999999999999999e-06,2048,64,7.690789222717285
newinstances/instance1_17045.npz,9.999999999999999e-06,2048,32,5.081166982650757
newinstances/instance1_17046.npz,9.999999999999999e-06,2048,16,21.662785053253174
newinstances/instance1_17047.npz,9.999999999999999e-06,2048,8,3.6931650638580322
newinstances/instance1_17048.npz,9.999999999999999e-06,2048,4,3.2499217987060547
newinstances/instance1_17049.npz,9.999999999999999e-06,2048,2,3.625657081604004
newinstances/instance1_17050.npz,9.999999999999999e-06,2048,256,28.49215340614319
newinstances/instance1_17051.npz,9.999999999999999e-06,2048,128,32.38876152038574
newinstances/instance1_17052.npz,9.999999999999999e-06,2048,64,13.3473641872406
newinstances/instance1_17053.npz,9.999999999999999e-06,2048,32,5.941282749176025
newinstances/instance1_17054.npz,9.999999999999999e-06,2048,16,11.917272806167603
newinstances/instance1_17055.npz,9.999999999999999e-06,2048,8,4.190185546875
newinstances/instance1_17056.npz,9.999999999999999e-06,2048,4,3.3815903663635254
newinstances/instance1_17057.npz,9.999999999999999e-06,2048,2,3.2739176750183105
newinstances/instance1_17058.npz,9.999999999999999e-06,2048,256,41.203651905059814
newinstances/instance1_17059.npz,9.999999999999999e-06,2048,128,27.24071979522705
newinstances/instance1_17060.npz,9.999999999999999e-06,2048,64,8.128843069076538
newinstances/instance1_17061.npz,9.999999999999999e-06,2048,32,16.993056297302246
newinstances/instance1_17062.npz,9.999999999999999e-06,2048,16,4.126657485961914
newinstances/instance1_17063.npz,9.999999999999999e-06,2048,8,3.3132355213165283
newinstances/instance1_17064.npz,9.999999999999999e-06,2048,4,5.82912540435791
newinstances/instance1_17065.npz,9.999999999999999e-06,2048,2,2.8709452152252197
newinstances/instance1_17066.npz,9.999999999999999e-06,2048,1,58.85514950752258
newinstances/instance1_17067.npz,9.999999999999999e-06,2048,256,69.62376928329468
newinstances/instance1_17068.npz,9.999999999999999e-06,2048,128,24.119488954544067
newinstances/instance1_17069.npz,9.999999999999999e-06,2048,64,7.93519926071167
newinstances/instance1_17070.npz,9.999999999999999e-06,2048,32,7.663327932357788
newinstances/instance1_17071.npz,9.999999999999999e-06,2048,16,3.9912002086639404
newinstances/instance1_17072.npz,9.999999999999999e-06,2048,8,3.345602512359619
newinstances/instance1_17073.npz,9.999999999999999e-06,2048,4,2.835176944732666
newinstances/instance1_17074.npz,9.999999999999999e-06,2048,2,3.1728758811950684
newinstances/instance1_17075.npz,9.999999999999999e-06,2048,1,57.06653189659119
newinstances/instance1_17076.npz,9.999999999999999e-06,2048,0,0.02961587905883789
newinstances/instance1_171.npz,"1,00E-07",256,8,0.031107425689697266
newinstances/instance1_17198.npz,9.999999999999999e-05,2048,256,0.45326805114746094
newinstances/instance1_17199.npz,9.999999999999999e-05,2048,256,4.180949687957764
newinstances/instance1_172.npz,"1,00E-07",256,4,0.02980780601501465
newinstances/instance1_17200.npz,9.999999999999999e-05,2048,128,0.6620066165924072
newinstances/instance1_17201.npz,9.999999999999999e-05,2048,64,2.2176334857940674
newinstances/instance1_17202.npz,9.999999999999999e-05,2048,32,9.376159906387329
newinstances/instance1_17203.npz,9.999999999999999e-05,2048,256,24.50414490699768
newinstances/instance1_17204.npz,9.999999999999999e-05,2048,128,49.528528451919556
newinstances/instance1_17205.npz,9.999999999999999e-05,2048,64,141.75149631500244
newinstances/instance1_17206.npz,9.999999999999999e-05,2048,256,3.6971893310546875
newinstances/instance1_17207.npz,9.999999999999999e-05,2048,128,11.368713855743408
newinstances/instance1_17208.npz,9.999999999999999e-05,2048,64,189.7364320755005
newinstances/instance1_17209.npz,9.999999999999999e-05,2048,256,19.00344681739807
newinstances/instance1_17210.npz,9.999999999999999e-05,2048,128,10.507155179977417
newinstances/instance1_17211.npz,9.999999999999999e-05,2048,64,194.19455456733704
newinstances/instance1_17212.npz,9.999999999999999e-05,2048,256,5.121348142623901
newinstances/instance1_17213.npz,9.999999999999999e-05,2048,128,12.057637214660645
newinstances/instance1_17214.npz,9.999999999999999e-05,2048,64,89.16467428207397
newinstances/instance1_17215.npz,9.999999999999999e-05,2048,256,39.533175468444824
newinstances/instance1_17216.npz,9.999999999999999e-05,2048,128,202.32445454597473
newinstances/instance1_17217.npz,9.999999999999999e-05,2048,64,13.943136215209961
newinstances/instance1_17218.npz,9.999999999999999e-05,2048,32,6.239004611968994
newinstances/instance1_17219.npz,9.999999999999999e-05,2048,256,0.7616565227508545
newinstances/instance1_17220.npz,9.999999999999999e-05,2048,128,2.1986935138702393
newinstances/instance1_17221.npz,9.999999999999999e-05,2048,64,28.242987394332886
newinstances/instance1_17222.npz,9.999999999999999e-05,2048,256,24.336221933364868
newinstances/instance1_17223.npz,9.999999999999999e-05,2048,128,206.83929896354675
newinstances/instance1_17224.npz,9.999999999999999e-05,2048,64,13.695987224578857
newinstances/instance1_17225.npz,9.999999999999999e-05,2048,256,0.6334483623504639
newinstances/instance1_17226.npz,9.999999999999999e-05,2048,128,2.898200035095215
newinstances/instance1_17227.npz,9.999999999999999e-05,2048,64,20.955233335494995
newinstances/instance1_17228.npz,9.999999999999999e-05,2048,256,25.431233644485474
newinstances/instance1_17229.npz,9.999999999999999e-05,2048,128,77.65823078155518
newinstances/instance1_17230.npz,9.999999999999999e-05,2048,64,29.854165077209473
newinstances/instance1_17231.npz,9.999999999999999e-05,2048,32,10.781120777130127
newinstances/instance1_17232.npz,9.999999999999999e-05,2048,16,18.205214262008667
newinstances/instance1_17233.npz,9.999999999999999e-05,2048,256,11.681028366088867
newinstances/instance1_17234.npz,9.999999999999999e-05,2048,128,240.00206542015076
newinstances/instance1_17235.npz,9.999999999999999e-05,2048,64,16.477470874786377
newinstances/instance1_17236.npz,9.999999999999999e-05,2048,256,3.8345234394073486
newinstances/instance1_17237.npz,9.999999999999999e-05,2048,128,3.6489412784576416
newinstances/instance1_17238.npz,9.999999999999999e-05,2048,64,240.00184869766235
newinstances/instance1_17239.npz,9.999999999999999e-05,2048,32,8.06726598739624
newinstances/instance1_17240.npz,9.999999999999999e-05,2048,16,4.957820653915405
newinstances/instance1_17241.npz,9.999999999999999e-05,2048,256,4.144396781921387
newinstances/instance1_17242.npz,9.999999999999999e-05,2048,128,4.431506872177124
newinstances/instance1_17243.npz,9.999999999999999e-05,2048,64,240.00149703025818
newinstances/instance1_17244.npz,9.999999999999999e-05,2048,256,2.4894940853118896
newinstances/instance1_17245.npz,9.999999999999999e-05,2048,128,4.215152025222778
newinstances/instance1_17246.npz,9.999999999999999e-05,2048,64,240.00132298469543
newinstances/instance1_17247.npz,9.999999999999999e-05,2048,256,3.8708605766296387
newinstances/instance1_17248.npz,9.999999999999999e-05,2048,128,2.7706634998321533
newinstances/instance1_17249.npz,9.999999999999999e-05,2048,256,5.992353200912476
newinstances/instance1_17250.npz,9.999999999999999e-05,2048,128,180.9443337917328
newinstances/instance1_17251.npz,9.999999999999999e-05,2048,256,5.628033638000488
newinstances/instance1_17252.npz,9.999999999999999e-05,2048,128,70.90071654319763
newinstances/instance1_17253.npz,9.999999999999999e-05,2048,64,11.216910600662231
newinstances/instance1_17254.npz,9.999999999999999e-05,2048,256,7.84386682510376
newinstances/instance1_17255.npz,9.999999999999999e-05,2048,128,5.028642892837524
newinstances/instance1_17256.npz,9.999999999999999e-05,2048,64,23.890110969543457
newinstances/instance1_17257.npz,9.999999999999999e-05,2048,256,10.608224391937256
newinstances/instance1_17258.npz,9.999999999999999e-05,2048,128,5.072873115539551
newinstances/instance1_17259.npz,9.999999999999999e-05,2048,64,130.6485149860382
newinstances/instance1_17260.npz,9.999999999999999e-05,2048,256,11.104166746139526
newinstances/instance1_17261.npz,9.999999999999999e-05,2048,256,6.071722745895386
newinstances/instance1_17262.npz,9.999999999999999e-05,2048,128,4.002175807952881
newinstances/instance1_17263.npz,9.999999999999999e-05,2048,64,7.604208469390869
newinstances/instance1_17264.npz,9.999999999999999e-05,2048,256,4.906362056732178
newinstances/instance1_17265.npz,9.999999999999999e-05,2048,128,5.149805307388306
newinstances/instance1_17266.npz,9.999999999999999e-05,2048,64,6.640354633331299
newinstances/instance1_17267.npz,9.999999999999999e-05,2048,32,7.024876594543457
newinstances/instance1_17268.npz,9.999999999999999e-05,2048,256,5.521791696548462
newinstances/instance1_17269.npz,9.999999999999999e-05,2048,128,3.6301066875457764
newinstances/instance1_17270.npz,9.999999999999999e-05,2048,64,9.267481327056885
newinstances/instance1_17271.npz,9.999999999999999e-05,2048,256,6.118765115737915
newinstances/instance1_17272.npz,9.999999999999999e-05,2048,128,4.614907264709473
newinstances/instance1_17273.npz,9.999999999999999e-05,2048,64,9.730356216430664
newinstances/instance1_17274.npz,9.999999999999999e-05,2048,256,6.3236541748046875
newinstances/instance1_17275.npz,9.999999999999999e-05,2048,128,4.376740217208862
newinstances/instance1_17276.npz,9.999999999999999e-05,2048,64,15.212518453598022
newinstances/instance1_17277.npz,9.999999999999999e-05,2048,32,5.131572484970093
newinstances/instance1_17278.npz,9.999999999999999e-05,2048,256,13.604041337966919
newinstances/instance1_17279.npz,9.999999999999999e-05,2048,128,4.4435741901397705
newinstances/instance1_17280.npz,9.999999999999999e-05,2048,64,7.278435707092285
newinstances/instance1_17281.npz,9.999999999999999e-05,2048,256,6.530961990356445
newinstances/instance1_17282.npz,9.999999999999999e-05,2048,128,5.236490726470947
newinstances/instance1_17283.npz,9.999999999999999e-05,2048,64,16.821431636810303
newinstances/instance1_17284.npz,9.999999999999999e-05,2048,32,5.312478065490723
newinstances/instance1_17285.npz,9.999999999999999e-05,2048,256,11.258119583129883
newinstances/instance1_17286.npz,9.999999999999999e-05,2048,128,4.383204460144043
newinstances/instance1_17287.npz,9.999999999999999e-05,2048,64,8.510225534439087
newinstances/instance1_17288.npz,9.999999999999999e-05,2048,256,7.136630535125732
newinstances/instance1_17289.npz,9.999999999999999e-05,2048,128,4.677736759185791
newinstances/instance1_17290.npz,9.999999999999999e-05,2048,64,9.111375093460083
newinstances/instance1_17291.npz,9.999999999999999e-05,2048,256,5.230760335922241
newinstances/instance1_17292.npz,9.999999999999999e-05,2048,128,6.15973424911499
newinstances/instance1_17293.npz,9.999999999999999e-05,2048,64,8.065584182739258
newinstances/instance1_17294.npz,9.999999999999999e-05,2048,32,5.082928895950317
newinstances/instance1_17295.npz,9.999999999999999e-05,2048,256,6.002195119857788
newinstances/instance1_17296.npz,9.999999999999999e-05,2048,128,3.985511541366577
newinstances/instance1_17297.npz,9.999999999999999e-05,2048,64,7.2400596141815186
newinstances/instance1_17298.npz,9.999999999999999e-05,2048,256,7.445814847946167
newinstances/instance1_17299.npz,9.999999999999999e-05,2048,128,4.5952911376953125
newinstances/instance1_173.npz,"1,00E-07",256,2,0.027335643768310547
newinstances/instance1_17300.npz,9.999999999999999e-05,2048,64,5.579139471054077
newinstances/instance1_17301.npz,9.999999999999999e-05,2048,256,5.188376188278198
newinstances/instance1_17302.npz,9.999999999999999e-05,2048,128,3.7946369647979736
newinstances/instance1_17303.npz,9.999999999999999e-05,2048,64,8.51124620437622
newinstances/instance1_17304.npz,9.999999999999999e-05,2048,32,6.087021589279175
newinstances/instance1_17305.npz,9.999999999999999e-05,2048,256,7.478666067123413
newinstances/instance1_17306.npz,9.999999999999999e-05,2048,128,4.699596881866455
newinstances/instance1_17307.npz,9.999999999999999e-05,2048,64,7.314805507659912
newinstances/instance1_17308.npz,9.999999999999999e-05,2048,256,8.575134992599487
newinstances/instance1_17309.npz,9.999999999999999e-05,2048,128,4.472681522369385
newinstances/instance1_17310.npz,9.999999999999999e-05,2048,64,8.085123062133789
newinstances/instance1_17311.npz,9.999999999999999e-05,2048,32,5.549755573272705
newinstances/instance1_17312.npz,9.999999999999999e-05,2048,256,6.37963604927063
newinstances/instance1_17313.npz,9.999999999999999e-05,2048,128,4.034117221832275
newinstances/instance1_17314.npz,9.999999999999999e-05,2048,64,7.767900705337524
newinstances/instance1_17315.npz,9.999999999999999e-05,2048,256,3.502288341522217
newinstances/instance1_17316.npz,9.999999999999999e-05,2048,128,3.04012131690979
newinstances/instance1_17317.npz,9.999999999999999e-05,2048,64,5.997801303863525
newinstances/instance1_17318.npz,9.999999999999999e-05,2048,32,6.260195255279541
newinstances/instance1_17319.npz,9.999999999999999e-05,2048,256,4.134811639785767
newinstances/instance1_17320.npz,9.999999999999999e-05,2048,128,4.336902141571045
newinstances/instance1_17321.npz,9.999999999999999e-05,2048,64,5.844987392425537
newinstances/instance1_17322.npz,9.999999999999999e-05,2048,256,5.5385119915008545
newinstances/instance1_17323.npz,9.999999999999999e-05,2048,128,16.233530521392822
newinstances/instance1_17324.npz,9.999999999999999e-05,2048,64,4.708349704742432
newinstances/instance1_17325.npz,9.999999999999999e-05,2048,32,5.30059289932251
newinstances/instance1_17326.npz,9.999999999999999e-05,2048,256,4.014421463012695
newinstances/instance1_17327.npz,9.999999999999999e-05,2048,128,3.9784040451049805
newinstances/instance1_17328.npz,9.999999999999999e-05,2048,64,6.3352320194244385
newinstances/instance1_17329.npz,9.999999999999999e-05,2048,32,6.21996545791626
newinstances/instance1_17330.npz,9.999999999999999e-05,2048,256,3.7837975025177
newinstances/instance1_17331.npz,9.999999999999999e-05,2048,128,4.847292184829712
newinstances/instance1_17332.npz,9.999999999999999e-05,2048,64,7.367002487182617
newinstances/instance1_17333.npz,9.999999999999999e-05,2048,32,6.201988697052002
newinstances/instance1_17334.npz,9.999999999999999e-05,2048,16,9.272947549819946
newinstances/instance1_17335.npz,9.999999999999999e-05,2048,256,3.483759880065918
newinstances/instance1_17336.npz,9.999999999999999e-05,2048,128,2.8535537719726562
newinstances/instance1_17337.npz,9.999999999999999e-05,2048,64,8.643556594848633
newinstances/instance1_17338.npz,9.999999999999999e-05,2048,256,3.7636218070983887
newinstances/instance1_17339.npz,9.999999999999999e-05,2048,128,2.298311710357666
newinstances/instance1_17340.npz,9.999999999999999e-05,2048,64,5.575970649719238
newinstances/instance1_17341.npz,9.999999999999999e-05,2048,32,6.023184061050415
newinstances/instance1_17342.npz,9.999999999999999e-05,2048,256,4.88477635383606
newinstances/instance1_17343.npz,9.999999999999999e-05,2048,128,2.7617175579071045
newinstances/instance1_17344.npz,9.999999999999999e-05,2048,64,4.17045259475708
newinstances/instance1_17345.npz,9.999999999999999e-05,2048,32,7.238681316375732
newinstances/instance1_17346.npz,9.999999999999999e-05,2048,256,2.243677854537964
newinstances/instance1_17347.npz,9.999999999999999e-05,2048,128,1.8154029846191406
newinstances/instance1_17348.npz,9.999999999999999e-05,2048,64,9.602701902389526
newinstances/instance1_17349.npz,9.999999999999999e-05,2048,32,5.029443740844727
newinstances/instance1_17350.npz,9.999999999999999e-05,2048,16,3.373626470565796
newinstances/instance1_17351.npz,9.999999999999999e-05,2048,256,3.5311477184295654
newinstances/instance1_17352.npz,9.999999999999999e-05,2048,128,3.210343837738037
newinstances/instance1_17353.npz,9.999999999999999e-05,2048,64,6.343785524368286
newinstances/instance1_17354.npz,9.999999999999999e-05,2048,32,6.985858201980591
newinstances/instance1_17355.npz,9.999999999999999e-05,2048,16,3.690610885620117
newinstances/instance1_17356.npz,9.999999999999999e-05,2048,256,2.723828077316284
newinstances/instance1_17357.npz,9.999999999999999e-05,2048,128,0.9139413833618164
newinstances/instance1_17358.npz,9.999999999999999e-05,2048,64,5.887669324874878
newinstances/instance1_17359.npz,9.999999999999999e-05,2048,32,5.024603366851807
newinstances/instance1_17360.npz,9.999999999999999e-05,2048,16,3.7248125076293945
newinstances/instance1_17361.npz,9.999999999999999e-05,2048,256,3.716885566711426
newinstances/instance1_17362.npz,9.999999999999999e-05,2048,128,1.0951006412506104
newinstances/instance1_17363.npz,9.999999999999999e-05,2048,64,5.686573028564453
newinstances/instance1_17364.npz,9.999999999999999e-05,2048,32,9.632812023162842
newinstances/instance1_17365.npz,9.999999999999999e-05,2048,16,3.5791425704956055
newinstances/instance1_17366.npz,9.999999999999999e-05,2048,256,18.819955110549927
newinstances/instance1_17367.npz,9.999999999999999e-05,2048,128,21.806990385055542
newinstances/instance1_17368.npz,9.999999999999999e-05,2048,64,8.980213642120361
newinstances/instance1_17369.npz,9.999999999999999e-05,2048,32,5.596835136413574
newinstances/instance1_17370.npz,9.999999999999999e-05,2048,16,3.2261619567871094
newinstances/instance1_17371.npz,9.999999999999999e-05,2048,256,23.304280281066895
newinstances/instance1_17372.npz,9.999999999999999e-05,2048,128,19.1952486038208
newinstances/instance1_17373.npz,9.999999999999999e-05,2048,64,6.895138263702393
newinstances/instance1_17374.npz,9.999999999999999e-05,2048,32,7.387939929962158
newinstances/instance1_17375.npz,9.999999999999999e-05,2048,256,30.321885585784912
newinstances/instance1_17376.npz,9.999999999999999e-05,2048,128,23.358502626419067
newinstances/instance1_17377.npz,9.999999999999999e-05,2048,64,8.141968250274658
newinstances/instance1_17378.npz,9.999999999999999e-05,2048,32,6.987362861633301
newinstances/instance1_17379.npz,9.999999999999999e-05,2048,256,21.138988256454468
newinstances/instance1_17380.npz,9.999999999999999e-05,2048,128,13.96961498260498
newinstances/instance1_17381.npz,9.999999999999999e-05,2048,64,7.207197666168213
newinstances/instance1_17382.npz,9.999999999999999e-05,2048,32,5.695559978485107
newinstances/instance1_17383.npz,9.999999999999999e-05,2048,256,34.522019147872925
newinstances/instance1_17384.npz,9.999999999999999e-05,2048,128,34.006603717803955
newinstances/instance1_17385.npz,9.999999999999999e-05,2048,64,4.222938060760498
newinstances/instance1_17386.npz,9.999999999999999e-05,2048,32,6.877748966217041
newinstances/instance1_17387.npz,9.999999999999999e-05,2048,16,3.3847765922546387
newinstances/instance1_17388.npz,9.999999999999999e-05,2048,256,11.670405387878418
newinstances/instance1_17389.npz,9.999999999999999e-05,2048,128,16.274953842163086
newinstances/instance1_17390.npz,9.999999999999999e-05,2048,64,5.751847982406616
newinstances/instance1_17391.npz,9.999999999999999e-05,2048,32,8.045278072357178
newinstances/instance1_17392.npz,9.999999999999999e-05,2048,16,2.336508274078369
newinstances/instance1_17393.npz,9.999999999999999e-05,2048,8,2.2402095794677734
newinstances/instance1_17394.npz,9.999999999999999e-05,2048,256,18.790762662887573
newinstances/instance1_17395.npz,9.999999999999999e-05,2048,128,22.03709053993225
newinstances/instance1_17396.npz,9.999999999999999e-05,2048,64,6.025495767593384
newinstances/instance1_17397.npz,9.999999999999999e-05,2048,32,5.501024007797241
newinstances/instance1_17398.npz,9.999999999999999e-05,2048,16,2.898390293121338
newinstances/instance1_17399.npz,9.999999999999999e-05,2048,8,1.772974967956543
newinstances/instance1_174.npz,"1,00E-07",256,1,0.25608181953430176
newinstances/instance1_17400.npz,9.999999999999999e-05,2048,256,20.88912081718445
newinstances/instance1_17401.npz,9.999999999999999e-05,2048,128,25.30473756790161
newinstances/instance1_17402.npz,9.999999999999999e-05,2048,64,5.040556192398071
newinstances/instance1_17403.npz,9.999999999999999e-05,2048,32,5.390651702880859
newinstances/instance1_17404.npz,9.999999999999999e-05,2048,16,2.4673726558685303
newinstances/instance1_17405.npz,9.999999999999999e-05,2048,256,18.546380758285522
newinstances/instance1_17406.npz,9.999999999999999e-05,2048,128,40.75559115409851
newinstances/instance1_17407.npz,9.999999999999999e-05,2048,64,6.4992148876190186
newinstances/instance1_17408.npz,9.999999999999999e-05,2048,32,7.7216410636901855
newinstances/instance1_17409.npz,9.999999999999999e-05,2048,16,2.5957677364349365
newinstances/instance1_17410.npz,9.999999999999999e-05,2048,256,12.26662826538086
newinstances/instance1_17411.npz,9.999999999999999e-05,2048,128,24.275644779205322
newinstances/instance1_17412.npz,9.999999999999999e-05,2048,64,7.228243112564087
newinstances/instance1_17413.npz,9.999999999999999e-05,2048,32,5.029702663421631
newinstances/instance1_17414.npz,9.999999999999999e-05,2048,16,2.4598047733306885
newinstances/instance1_17415.npz,9.999999999999999e-05,2048,256,17.328646659851074
newinstances/instance1_17416.npz,9.999999999999999e-05,2048,128,20.1887469291687
newinstances/instance1_17417.npz,9.999999999999999e-05,2048,64,17.186912298202515
newinstances/instance1_17418.npz,9.999999999999999e-05,2048,32,5.896643161773682
newinstances/instance1_17419.npz,9.999999999999999e-05,2048,16,2.5362472534179688
newinstances/instance1_17420.npz,9.999999999999999e-05,2048,256,15.517816305160522
newinstances/instance1_17421.npz,9.999999999999999e-05,2048,128,17.70627450942993
newinstances/instance1_17422.npz,9.999999999999999e-05,2048,64,5.026751518249512
newinstances/instance1_17423.npz,9.999999999999999e-05,2048,32,7.880356311798096
newinstances/instance1_17424.npz,9.999999999999999e-05,2048,16,2.590651750564575
