ID,startval,alpha,N,Delta,time
6443,3,0.0001,1024,128,0.03268
6444,3,0.0001,1024,64,0.03203
6445,3,0.0001,1024,32,0.04572
6446,3,0.0001,1024,16,0.03633
6447,3,0.0001,1024,8,0.03298
6448,3,1.00E-06,256,8,0.00756
6449,3,0.0001,1024,4,0.0319
6450,3,0.0001,1024,128,0.07812
6451,3,0.0001,1024,64,0.07425
6452,3,0.0001,1024,32,0.04627
6453,3,0.0001,1024,16,0.03644
6454,3,0.0001,1024,8,0.03294
6455,3,0.0001,1024,4,0.03178
6456,3,0.0001,1024,2,0.031
6457,3,0.0001,1024,128,0.0797
6458,3,0.0001,1024,64,0.0753
6459,3,1.00E-06,256,4,0.00775
6460,3,0.0001,1024,32,0.04632
6461,3,0.0001,1024,16,0.03624
6462,3,0.0001,1024,8,0.03273
6463,3,0.0001,1024,4,0.03162
6464,3,0.0001,1024,128,0.07832
6465,3,0.0001,1024,64,0.07413
6466,3,0.0001,1024,32,0.04653
6467,3,0.0001,1024,16,0.03663
6468,3,0.0001,1024,8,0.03269
6469,3,0.0001,1024,4,0.03137
6470,3,1.00E-07,256,4,0.00764
6471,3,1.00E-06,256,2,0.00762
6472,3,0.0001,1024,2,0.03127
6473,3,0.0001,1024,128,0.07859
6474,3,0.0001,1024,64,0.07443
6475,3,0.0001,1024,32,0.04595
6476,3,0.0001,1024,16,0.03638
6477,3,0.0001,1024,8,0.03281
6478,3,0.0001,1024,4,0.03386
6479,3,0.0001,1024,2,0.03134
6480,3,0.0001,1024,1,0.03099
6481,3,0.0001,1024,0,0.03088
6482,3,1.00E-06,256,32,0.00769
6483,3,1.00E-06,256,16,0.00766
6484,3,1.00E-06,256,8,0.00781
6485,3,1.00E-06,256,4,0.00762
6486,3,1.00E-06,256,2,0.00766
6487,3,1.00E-06,256,32,0.00777
6488,3,1.00E-06,256,16,0.00808
6489,3,1.00E-06,256,8,0.00764
6490,3,1.00E-06,256,4,0.00767
6491,3,1.00E-07,256,32,0.00804
6492,3,1.00E-06,256,2,0.00775
6493,3,1.00E-06,256,1,0.00758
6494,3,1.00E-06,256,32,0.00847
6495,3,1.00E-06,256,32,0.00775
6496,3,1.00E-06,256,16,0.00766
6497,3,1.00E-06,256,8,0.00763
6498,3,1.00E-06,256,4,0.00764
6499,3,1.00E-06,256,2,0.00768
6500,3,1.00E-06,256,32,0.00783
6501,3,1.00E-06,256,16,0.00807
6502,3,1.00E-07,256,16,0.00781
6503,3,1.00E-06,256,8,0.00773
6504,3,1.00E-06,256,4,0.00772
6505,3,1.00E-06,256,2,0.00763
6506,3,1.00E-06,256,1,0.00756
6507,3,1.00E-06,256,32,0.0078
6508,3,1.00E-06,256,32,0.00776
6509,3,1.00E-06,256,16,0.00782
6510,3,1.00E-06,256,8,0.00776
6511,3,1.00E-06,256,4,0.00757
6512,3,1.00E-06,256,2,0.00762
6513,3,1.00E-07,256,8,0.00767
6514,3,1.00E-06,256,32,0.00778
6515,3,1.00E-06,256,16,0.00791
6516,3,1.00E-06,256,8,0.00768
6517,3,1.00E-06,256,4,0.0076
6518,3,1.00E-06,256,2,0.00763
6519,3,1.00E-06,256,32,0.00774
6520,3,1.00E-06,256,16,0.0077
6521,3,1.00E-06,256,8,0.00762
6522,3,1.00E-06,256,4,0.0076
6523,3,1.00E-06,256,2,0.00759
6524,3,0.001,1024,128,0.0362
6525,3,0.001,1024,128,0.06226
6526,3,0.001,1024,64,0.04181
6527,3,0.001,1024,32,0.03363
6528,3,0.001,1024,16,0.03105
6529,3,0.001,1024,8,0.03124
6530,3,0.001,1024,128,0.07037
6531,3,1.00E-07,256,4,0.00769
6532,3,1.00E-06,256,32,0.00813
6533,3,0.001,1024,64,0.04484
6534,3,0.001,1024,32,0.0354
6535,3,0.001,1024,16,0.03444
6536,3,0.001,1024,128,0.06758
6537,3,0.001,1024,64,0.04349
6538,3,0.001,1024,32,0.03901
6539,3,0.001,1024,128,0.06941
6540,3,0.001,1024,64,0.04359
6541,3,0.001,1024,32,0.04693
6542,3,0.001,1024,128,0.03471
6543,3,1.00E-06,256,16,0.00784
6544,3,0.001,1024,64,0.03936
6545,3,0.001,1024,128,0.07281
6546,3,0.001,1024,64,0.03951
6547,3,0.001,1024,32,0.04673
6548,3,0.001,1024,128,0.05216
6549,3,0.001,1024,64,0.03727
6550,3,0.001,1024,32,0.04673
6551,3,0.001,1024,128,0.0515
6552,3,0.001,1024,64,0.03701
6553,3,0.001,1024,32,0.04697
6554,3,1.00E-06,256,8,0.00796
6555,3,0.001,1024,128,0.0518
6556,3,0.001,1024,64,0.03694
6557,3,0.001,1024,32,0.04698
6558,3,0.001,1024,16,0.03562
6559,3,0.001,1024,8,0.03279
6560,3,0.001,1024,128,0.05364
6561,3,0.001,1024,64,0.03768
6562,3,0.001,1024,32,0.04691
6563,3,0.001,1024,128,0.05569
6564,3,0.001,1024,64,0.03793
6565,3,1.00E-06,256,4,0.00775
6566,3,0.001,1024,32,0.04752
6567,3,0.001,1024,16,0.03683
6568,3,0.001,1024,128,0.06458
6569,3,0.001,1024,64,0.03831
6570,3,0.001,1024,32,0.04676
6571,3,0.001,1024,128,0.06982
6572,3,0.001,1024,64,0.03904
6573,3,0.001,1024,32,0.04752
6574,3,0.001,1024,16,0.03707
6575,3,0.001,1024,128,0.03359
6576,3,1.00E-06,256,2,0.00755
6577,3,0.001,1024,64,0.03964
6578,3,0.001,1024,32,0.04678
6579,3,0.001,1024,128,0.03332
6580,3,0.001,1024,64,0.04053
6581,3,0.001,1024,128,0.03854
6582,3,0.001,1024,64,0.03277
6583,3,0.001,1024,32,0.04646
6584,3,0.001,1024,128,0.03864
6585,3,0.001,1024,64,0.03246
6586,3,0.001,1024,32,0.04687
6587,3,1.00E-06,256,1,0.00779
6588,3,0.001,1024,128,0.03897
6589,3,0.001,1024,64,0.03226
6590,3,0.001,1024,32,0.04737
6591,3,0.001,1024,16,0.03715
6592,3,0.001,1024,128,0.0554
6593,3,0.001,1024,64,0.03947
6594,3,0.001,1024,32,0.04728
6595,3,0.001,1024,128,0.05937
6596,3,0.001,1024,64,0.03998
6597,3,0.001,1024,32,0.04865
6598,3,1.00E-06,256,32,0.008
6599,3,0.001,1024,16,0.03715
6600,3,0.001,1024,128,0.07629
6601,3,0.001,1024,64,0.04945
6602,3,0.001,1024,32,0.03181
6603,3,0.001,1024,16,0.03666
6604,3,0.001,1024,128,0.07943
6605,3,0.001,1024,64,0.05029
6606,3,0.001,1024,128,0.0511
6607,3,0.001,1024,64,0.03662
6608,3,0.001,1024,32,0.04702
6609,3,1.00E-06,256,16,0.0077
6610,3,0.001,1024,128,0.04913
6611,3,0.001,1024,64,0.03662
6612,3,0.001,1024,32,0.04778
6613,3,0.001,1024,128,0.04831
6614,3,0.001,1024,64,0.03651
6615,3,0.001,1024,32,0.04718
6616,3,0.001,1024,16,0.03672
6617,3,0.001,1024,8,0.03297
6618,3,0.001,1024,128,0.048
6619,3,0.001,1024,64,0.03638
6620,3,1.00E-06,256,8,0.00766
6621,3,0.001,1024,32,0.04669
6622,3,0.001,1024,128,0.04956
6623,3,0.001,1024,64,0.03634
6624,3,0.001,1024,32,0.04722
6625,3,0.001,1024,16,0.03682
6626,3,0.001,1024,128,0.04787
6627,3,0.001,1024,64,0.0363
6628,3,0.001,1024,32,0.04633
6629,3,0.001,1024,128,0.04901
6630,3,0.001,1024,64,0.03616
6631,3,1.00E-06,256,32,0.00786
6632,3,0.001,1024,32,0.04779
6633,3,0.001,1024,16,0.03711
6634,3,0.001,1024,128,0.04877
6635,3,0.001,1024,64,0.03642
6636,3,0.001,1024,32,0.04807
6637,3,0.001,1024,128,0.04837
6638,3,0.001,1024,64,0.03667
6639,3,0.001,1024,32,0.04758
6640,3,0.001,1024,128,0.0486
6641,3,0.001,1024,64,0.03664
6642,3,1.00E-07,256,2,0.00768
6643,3,1.00E-06,256,16,0.00773
6644,3,0.001,1024,32,0.04749
6645,3,0.001,1024,16,0.03672
6646,3,0.001,1024,128,0.04789
6647,3,0.001,1024,64,0.03639
6648,3,0.001,1024,32,0.04617
6649,3,0.001,1024,128,0.04065
6650,3,0.001,1024,64,0.03417
6651,3,0.001,1024,32,0.04727
6652,3,0.001,1024,16,0.03675
6653,3,0.001,1024,128,0.04099
6654,3,1.00E-06,256,8,0.00787
6655,3,0.001,1024,64,0.03425
6656,3,0.001,1024,32,0.04616
6657,3,0.001,1024,128,0.04181
6658,3,0.001,1024,64,0.03461
6659,3,0.001,1024,128,0.0412
6660,3,0.001,1024,64,0.0344
6661,3,0.001,1024,32,0.04649
6662,3,0.001,1024,128,0.0346
6663,3,0.001,1024,64,0.03355
6664,3,0.001,1024,32,0.04749
6665,3,1.00E-06,256,4,0.00775
6666,3,0.001,1024,16,0.0369
6667,3,0.001,1024,128,0.03458
6668,3,0.001,1024,64,0.03354
6669,3,0.001,1024,32,0.04714
6670,3,0.001,1024,128,0.0347
6671,3,0.001,1024,64,0.0339
6672,3,0.001,1024,32,0.0469
6673,3,0.001,1024,128,0.03357
6674,3,0.001,1024,64,0.0326
6675,3,0.001,1024,32,0.04699
6676,3,1.00E-06,256,2,0.00772
6677,3,0.001,1024,128,0.03374
6678,3,0.001,1024,64,0.03331
6679,3,0.001,1024,32,0.04658
6680,3,0.001,1024,16,0.03679
6681,3,0.001,1024,128,0.07565
6682,3,0.001,1024,64,0.07587
6683,3,0.001,1024,32,0.04704
6684,3,0.001,1024,16,0.0368
6685,3,0.001,1024,8,0.03279
6686,3,0.001,1024,128,0.07319
6687,3,1.00E-06,256,1,0.00771
6688,3,0.001,1024,128,0.06835
6689,3,0.001,1024,64,0.07472
6690,3,0.001,1024,32,0.04649
6691,3,0.001,1024,16,0.03639
6692,3,0.001,1024,128,0.06563
6693,3,0.001,1024,64,0.07174
6694,3,0.001,1024,32,0.04556
6695,3,0.001,1024,16,0.03636
6696,3,0.001,1024,128,0.06607
6697,3,0.001,1024,64,0.07393
6698,3,1.00E-06,256,32,0.00954
6699,3,0.001,1024,32,0.04609
6700,3,0.001,1024,16,0.03648
6701,3,0.001,1024,128,0.06375
6702,3,0.001,1024,128,0.05725
6703,3,0.001,1024,64,0.07162
6704,3,0.001,1024,32,0.04582
6705,3,0.001,1024,16,0.03638
6706,3,0.001,1024,128,0.05571
6707,3,0.001,1024,64,0.06951
6708,3,0.001,1024,32,0.0455
6709,3,1.00E-06,256,16,0.00781
6710,3,0.001,1024,16,0.03611
6711,3,0.001,1024,8,0.03285
6712,3,0.001,1024,128,0.05568
6713,3,0.001,1024,64,0.07081
6714,3,0.001,1024,32,0.04561
6715,3,0.001,1024,16,0.03673
6716,3,0.001,1024,8,0.03373
6717,3,0.001,1024,128,0.05599
6718,3,0.001,1024,64,0.07117
6719,3,0.001,1024,32,0.04617
6720,3,1.00E-06,256,8,0.00812
6721,3,0.001,1024,16,0.03647
6722,3,0.001,1024,128,0.05542
6723,3,0.001,1024,64,0.06967
6724,3,0.001,1024,32,0.04566
6725,3,0.001,1024,16,0.03627
6726,3,0.001,1024,8,0.03281
6727,3,0.001,1024,128,0.05552
6728,3,0.001,1024,64,0.07029
6729,3,0.001,1024,32,0.04571
6730,3,0.001,1024,16,0.03627
6731,3,1.00E-06,256,4,0.00778
6732,3,0.001,1024,8,0.03261
6733,3,0.001,1024,4,0.03155
6734,3,0.001,1024,2,0.03095
6735,3,0.001,1024,128,0.05517
6736,3,0.001,1024,64,0.06903
6737,3,0.001,1024,32,0.04509
6738,3,0.001,1024,16,0.036
6739,3,0.001,1024,8,0.03293
6740,3,0.001,1024,4,0.03144
6741,3,0.001,1024,2,0.03071
6742,3,1.00E-06,256,2,0.00769
6743,3,0.001,1024,128,0.05524
6744,3,0.001,1024,64,0.06898
6745,3,0.001,1024,32,0.04533
6746,3,0.001,1024,16,0.0361
6747,3,0.001,1024,8,0.03272
6748,3,0.001,1024,4,0.03144
6749,3,0.001,1024,2,0.0315
6750,3,0.001,1024,1,0.03072
6751,3,0.001,1024,128,0.05503
6752,3,0.001,1024,64,0.06991
6753,3,1.00E-07,256,32,0.00794
6754,3,1.00E-06,256,1,0.00751
6755,3,0.001,1024,32,0.04501
6756,3,0.001,1024,16,0.03609
6757,3,0.001,1024,8,0.03272
6758,3,0.001,1024,4,0.0315
6759,3,0.001,1024,2,0.03108
6760,3,0.001,1024,1,0.03079
6761,3,0.001,1024,0,0.03071
6762,3,1.00E-06,256,32,0.00776
6763,3,1.00E-06,256,16,0.00765
6764,3,1.00E-06,256,8,0.00763
6765,3,1.00E-06,256,4,0.00761
6766,3,1.00E-06,256,2,0.0077
6767,3,1.00E-06,256,1,0.00759
6768,3,1.00E-06,256,32,0.00857
6769,3,1.00E-06,256,16,0.00767
6770,3,1.00E-06,256,8,0.00801
6771,3,1.00E-07,256,32,0.00776
6772,3,1.00E-06,256,32,0.008
6773,3,1.00E-06,256,16,0.00786
6774,3,1.00E-06,256,8,0.00765
6775,3,1.00E-06,256,4,0.00772
6776,3,1.00E-06,256,2,0.00754
6777,3,1.00E-06,256,32,0.00773
6778,3,1.00E-06,256,16,0.00766
6779,3,1.00E-06,256,8,0.00788
6780,3,1.00E-06,256,4,0.0077
6781,3,1.00E-06,256,2,0.00756
6782,3,1.00E-07,256,16,0.00772
6783,3,1.00E-06,256,1,0.00761
6784,3,1.00E-06,256,32,0.00779
6785,3,1.00E-06,256,16,0.00809
6786,3,1.00E-06,256,32,0.00785
6787,3,1.00E-07,2048,256,0.11377
6788,3,1.00E-07,2048,128,0.06943
6789,3,1.00E-07,2048,64,0.06489
6790,3,1.00E-07,2048,256,0.08458
6791,3,1.00E-07,2048,128,0.07055
6792,3,1.00E-07,2048,256,0.07782
6793,3,1.00E-07,2048,128,0.07173
6794,3,1.00E-07,2048,64,0.06563
6795,3,1.00E-07,2048,32,0.0646
6796,3,1.00E-07,2048,256,0.08707
6797,3,1.00E-06,256,16,0.00768
6798,3,1.00E-07,2048,128,0.09787
6799,3,1.00E-07,2048,256,0.07637
6800,3,1.00E-07,2048,128,0.0692
6801,3,1.00E-07,2048,64,0.06643
6802,3,1.00E-07,2048,32,0.06449
6803,3,1.00E-07,2048,256,0.07573
6804,3,1.00E-07,2048,128,0.06982
6805,3,1.00E-07,2048,64,0.06596
6806,3,1.00E-07,2048,256,0.07618
6807,3,1.00E-07,2048,128,0.07071
6808,3,1.00E-06,256,8,0.00801
6809,3,1.00E-07,2048,64,0.07056
6810,3,1.00E-07,2048,32,0.066
6811,3,1.00E-07,2048,256,0.07893
6812,3,1.00E-07,2048,128,0.07891
6813,3,1.00E-07,2048,64,0.08502
6814,3,1.00E-07,2048,256,0.0763
6815,3,1.00E-07,2048,128,0.06734
6816,3,1.00E-07,2048,64,0.06772
6817,3,1.00E-07,2048,32,0.06442
6818,3,1.00E-07,2048,256,0.0894
6819,3,1.00E-06,256,4,0.00781
6820,3,1.00E-07,2048,128,0.06755
6821,3,1.00E-07,2048,64,0.09744
6822,3,1.00E-07,2048,256,0.07618
6823,3,1.00E-07,2048,128,0.06824
6824,3,1.00E-07,2048,64,0.06795
6825,3,1.00E-07,2048,32,0.06645
6826,3,1.00E-07,2048,256,0.0798
6827,3,1.00E-07,2048,256,0.07609
6828,3,1.00E-07,2048,128,0.06815
6829,3,1.00E-07,2048,64,0.06647
6830,3,1.00E-06,256,32,0.00768
6831,3,1.00E-07,2048,256,0.07563
6832,3,1.00E-07,2048,128,0.06774
6833,3,1.00E-07,2048,64,0.06572
6834,3,1.00E-07,2048,256,0.07679
6835,3,1.00E-07,2048,128,0.06641
6836,3,1.00E-07,2048,64,0.06558
6837,3,1.00E-07,2048,32,0.06418
6838,3,1.00E-07,2048,256,0.07685
6839,3,1.00E-07,2048,128,0.06771
6840,3,1.00E-07,2048,256,0.07599
6841,3,1.00E-06,256,16,0.00774
6842,3,1.00E-07,2048,128,0.0666
6843,3,1.00E-07,2048,64,0.06519
6844,3,1.00E-07,2048,256,0.08659
6845,3,1.00E-07,2048,128,0.07203
6846,3,1.00E-07,2048,64,0.06517
6847,3,1.00E-07,2048,32,0.06505
6848,3,1.00E-07,2048,256,0.08468
6849,3,1.00E-07,2048,256,0.07627
6850,3,1.00E-07,2048,128,0.06658
6851,3,1.00E-07,2048,64,0.06527
6852,3,1.00E-06,256,8,0.00759
6853,3,1.00E-07,2048,32,0.06474
6854,3,1.00E-07,2048,16,0.06415
6855,3,1.00E-07,2048,256,0.12243
6856,3,1.00E-07,2048,256,0.07722
6857,3,1.00E-07,2048,256,0.07551
6858,3,1.00E-07,2048,128,0.06727
6859,3,1.00E-07,2048,64,0.06581
6860,3,1.00E-07,2048,32,0.0636
6861,3,1.00E-07,2048,16,0.06385
6862,3,1.00E-07,2048,256,0.27049
6863,3,1.00E-07,256,8,0.00765
6864,3,1.00E-06,256,4,0.00754
6865,3,1.00E-07,2048,128,0.1074
6866,3,1.00E-07,2048,64,0.0656
6867,3,1.00E-07,2048,256,0.07538
6868,3,1.00E-07,2048,128,0.06971
6869,3,1.00E-07,2048,64,0.06732
6870,3,1.00E-07,2048,32,0.06555
6871,3,1.00E-07,2048,256,0.09347
6872,3,1.00E-07,2048,128,0.06628
6873,3,1.00E-07,2048,64,0.07117
6874,3,1.00E-07,2048,32,0.06665
6875,3,1.00E-06,256,2,0.00758
6876,3,1.00E-07,2048,16,0.06379
6877,3,1.00E-07,2048,256,0.09338
6878,3,1.00E-07,2048,256,0.07622
6879,3,1.00E-07,2048,128,0.06665
6880,3,1.00E-07,2048,64,0.06579
6881,3,1.00E-07,2048,32,0.06467
6882,3,1.00E-07,2048,256,0.08372
6883,3,1.00E-07,2048,128,0.07083
6884,3,1.00E-07,2048,64,0.07012
6885,3,1.00E-07,2048,32,0.06603
6886,3,1.00E-06,256,32,0.00985
6887,3,1.00E-07,2048,16,0.06403
6888,3,1.00E-07,2048,256,0.08285
6889,3,1.00E-07,2048,256,0.07635
6890,3,1.00E-07,2048,128,0.06679
6891,3,1.00E-07,2048,64,0.06553
6892,3,1.00E-07,2048,32,0.06417
6893,3,1.00E-07,2048,16,0.06374
6894,3,1.00E-07,2048,256,0.19748
6895,3,1.00E-07,2048,256,0.08556
6896,3,1.00E-07,2048,256,0.07603
6897,3,1.00E-06,256,16,0.00813
6898,3,1.00E-07,2048,128,0.06705
6899,3,1.00E-07,2048,64,0.06606
6900,3,1.00E-07,2048,32,0.06432
6901,3,1.00E-07,2048,16,0.06368
6902,3,1.00E-07,2048,256,0.24368
6903,3,1.00E-07,2048,128,0.13579
6904,3,1.00E-07,2048,64,0.09107
6905,3,1.00E-07,2048,256,0.07652
6906,3,1.00E-07,2048,128,0.0754
6907,3,1.00E-07,2048,64,0.06833
6908,3,1.00E-06,256,8,0.00764
6909,3,1.00E-07,2048,32,0.06579
6910,3,1.00E-07,2048,256,0.08398
6911,3,1.00E-07,2048,128,0.08975
6912,3,1.00E-07,2048,64,0.07141
6913,3,1.00E-07,2048,32,0.06716
6914,3,1.00E-07,2048,16,0.06381
6915,3,1.00E-07,2048,256,0.10622
6916,3,1.00E-07,2048,128,0.06651
6917,3,1.00E-07,2048,64,0.0659
6918,3,1.00E-07,2048,32,0.07201
6919,3,1.00E-06,256,4,0.00767
6920,3,1.00E-07,2048,16,0.0658
6921,3,1.00E-07,2048,256,0.13739
6922,3,1.00E-07,2048,128,0.07736
6923,3,1.00E-07,2048,64,0.09192
6924,3,1.00E-07,2048,256,0.10914
6925,3,1.00E-07,2048,256,0.08063
6926,3,1.00E-07,2048,128,0.06746
6927,3,1.00E-07,2048,256,0.07585
6928,3,1.00E-07,2048,128,0.06709
6929,3,1.00E-07,2048,64,0.07379
6930,3,1.00E-06,256,32,0.00777
6931,3,1.00E-07,2048,32,0.0724
6932,3,1.00E-07,2048,16,0.06518
6933,3,1.00E-07,2048,256,0.11243
6934,3,1.00E-07,2048,128,0.06811
6935,3,1.00E-07,2048,64,0.06795
6936,3,1.00E-07,2048,256,0.11912
6937,3,1.00E-07,2048,256,0.07552
6938,3,1.00E-07,2048,128,0.06813
6939,3,1.00E-07,2048,64,0.07376
6940,3,1.00E-07,2048,256,0.09588
6941,3,1.00E-06,256,16,0.00779
6942,3,1.00E-07,2048,128,0.07844
6943,3,1.00E-07,2048,64,0.10092
6944,3,1.00E-07,2048,32,0.06843
6945,3,1.00E-07,2048,16,0.06495
6946,3,1.00E-07,2048,8,0.06394
6947,3,1.00E-07,2048,256,0.08159
6948,3,1.00E-07,2048,256,0.07599
6949,3,1.00E-07,2048,128,0.06724
6950,3,1.00E-07,2048,64,0.06609
6951,3,1.00E-07,2048,32,0.06478
6952,3,1.00E-06,256,8,0.00774
6953,3,1.00E-07,2048,16,0.06385
6954,3,1.00E-07,2048,8,0.06299
6955,3,1.00E-07,2048,256,0.12005
6956,3,1.00E-07,2048,256,0.14668
6957,3,1.00E-07,2048,128,0.0847
6958,3,1.00E-07,2048,256,0.25063
6959,3,1.00E-07,2048,128,0.09343
6960,3,1.00E-07,2048,64,0.10877
6961,3,1.00E-07,2048,32,0.0817
6962,3,1.00E-07,2048,256,0.09616
6963,3,1.00E-06,256,4,0.00757
6964,3,1.00E-07,2048,128,0.10781
6965,3,1.00E-07,2048,64,0.07972
6966,3,1.00E-07,2048,32,0.06499
6967,3,1.00E-07,2048,16,0.06334
6968,3,1.00E-07,2048,256,0.11424
6969,3,1.00E-07,2048,128,0.09384
6970,3,1.00E-07,2048,64,0.10284
6971,3,1.00E-07,2048,32,0.07755
6972,3,1.00E-07,2048,16,0.06816
6973,3,1.00E-07,2048,8,0.06499
6974,3,1.00E-07,256,4,0.00763
6975,3,1.00E-06,256,2,0.00756
6976,3,1.00E-07,2048,256,0.11959
6977,3,1.00E-07,2048,256,0.07541
6978,3,1.00E-07,2048,128,0.06739
6979,3,1.00E-07,2048,64,0.06576
6980,3,1.00E-07,2048,32,0.06388
6981,3,1.00E-07,2048,16,0.06363
6982,3,1.00E-07,2048,256,0.09193
6983,3,1.00E-07,2048,128,0.06768
6984,3,1.00E-07,2048,64,0.10582
6985,3,1.00E-07,2048,32,0.07847
6986,3,1.00E-06,256,32,0.00822
6987,3,1.00E-07,2048,16,0.06837
6988,3,1.00E-07,2048,8,0.06446
6989,3,1.00E-07,2048,256,0.07931
6990,3,1.00E-07,2048,256,0.07561
6991,3,1.00E-07,2048,128,0.06782
6992,3,1.00E-07,2048,64,0.06692
6993,3,1.00E-07,2048,32,0.06564
6994,3,1.00E-07,2048,16,0.06377
6995,3,1.00E-07,2048,256,0.12496
6996,3,1.00E-07,2048,128,0.07265
6997,3,1.00E-06,256,16,0.00817
6998,3,1.00E-07,2048,64,0.10214
6999,3,1.00E-07,2048,256,0.13015
7000,3,1.00E-07,2048,256,0.11997
7001,3,1.00E-07,2048,128,0.09367
7002,3,1.00E-07,2048,256,0.25932
7003,3,1.00E-07,2048,128,0.0954
7004,3,1.00E-07,2048,64,0.13021
7005,3,1.00E-07,2048,256,0.09186
7006,3,1.00E-07,2048,128,0.0779
7007,3,1.00E-07,2048,64,0.08124
7008,3,1.00E-06,256,8,0.00792
7009,3,1.00E-07,2048,32,0.06321
7010,3,1.00E-07,2048,16,0.06296
7011,3,1.00E-07,2048,256,0.08533
7012,3,1.00E-07,2048,128,0.07988
7013,3,1.00E-07,2048,64,0.07515
7014,3,1.00E-07,2048,32,0.06814
7015,3,1.00E-07,2048,16,0.06429
7016,3,1.00E-07,2048,8,0.06351
7017,3,1.00E-07,2048,256,0.22813
7018,3,1.00E-07,2048,256,0.07519
7019,3,1.00E-06,256,32,0.00816
7020,3,1.00E-07,2048,128,0.06714
7021,3,1.00E-07,2048,64,0.06482
7022,3,1.00E-07,2048,32,0.06407
7023,3,1.00E-07,2048,16,0.06283
7024,3,1.00E-07,2048,256,0.09114
7025,3,1.00E-07,2048,128,0.07505
7026,3,1.00E-07,2048,64,0.07642
7027,3,1.00E-07,2048,32,0.06791
7028,3,1.00E-07,2048,16,0.0646
7029,3,1.00E-07,2048,8,0.06394
7030,3,1.00E-06,256,16,0.0078
7031,3,1.00E-07,2048,256,0.08079
7032,3,1.00E-07,2048,256,0.07554
7033,3,1.00E-07,2048,128,0.06825
7034,3,1.00E-07,2048,64,0.0672
7035,3,1.00E-07,2048,32,0.06575
7036,3,1.00E-07,2048,16,0.06437
7037,3,1.00E-07,2048,256,0.10924
7038,3,1.00E-07,2048,128,0.06639
7039,3,1.00E-07,2048,64,0.12655
7040,3,1.00E-07,2048,32,0.08653
7041,3,1.00E-06,256,8,0.00773
7042,3,1.00E-07,2048,16,0.07117
7043,3,1.00E-07,2048,8,0.06595
7044,3,1.00E-07,2048,256,0.0749
7045,3,1.00E-07,2048,128,0.06788
7046,3,1.00E-07,2048,64,0.06675
7047,3,1.00E-07,2048,32,0.06506
7048,3,1.00E-07,2048,16,0.06612
7049,3,1.00E-07,2048,8,0.06425
7050,3,1.00E-07,2048,256,0.15678
7051,3,1.00E-07,2048,128,0.06673
7052,3,1.00E-06,256,32,0.0084
7053,3,1.00E-07,2048,64,0.13002
7054,3,1.00E-07,2048,256,0.09775
7055,3,1.00E-07,2048,128,0.07064
7056,3,1.00E-07,2048,64,0.06976
7057,3,1.00E-07,2048,32,0.06715
7058,3,1.00E-07,2048,16,0.06462
7059,3,1.00E-07,2048,256,0.08888
7060,3,1.00E-07,2048,128,0.10292
7061,3,1.00E-07,2048,64,0.11852
7062,3,1.00E-07,2048,32,0.06816
7063,3,1.00E-06,256,16,0.00786
7064,3,1.00E-07,2048,16,0.06451
7065,3,1.00E-07,2048,8,0.06261
7066,3,1.00E-07,2048,256,0.07547
7067,3,1.00E-07,2048,128,0.06825
7068,3,1.00E-07,2048,64,0.0921
7069,3,1.00E-07,2048,32,0.0787
7070,3,1.00E-07,2048,16,0.07007
7071,3,1.00E-07,2048,8,0.06504
7072,3,1.00E-07,2048,256,0.13362
7073,3,1.00E-07,2048,256,0.07824
7074,3,1.00E-06,256,8,0.00777
7075,3,1.00E-07,2048,128,0.06798
7076,3,1.00E-07,2048,64,0.06884
7077,3,1.00E-07,2048,32,0.07762
7078,3,1.00E-07,2048,16,0.06907
7079,3,1.00E-07,2048,8,0.06504
7080,3,1.00E-07,2048,256,0.26235
7081,3,1.00E-07,2048,128,0.06809
7082,3,1.00E-07,2048,64,0.13163
7083,3,1.00E-07,2048,32,0.08815
7084,3,1.00E-07,2048,16,0.07234
7085,3,1.00E-07,256,32,0.00801
7086,3,1.00E-06,256,32,0.00863
7087,3,1.00E-07,2048,8,0.06553
7088,3,1.00E-07,2048,256,0.07572
7089,3,1.00E-07,2048,128,0.06711
7090,3,1.00E-07,2048,64,0.0659
7091,3,1.00E-07,2048,32,0.0638
7092,3,1.00E-07,2048,16,0.06373
7093,3,1.00E-07,2048,8,0.06295
7094,3,1.00E-07,2048,256,0.19677
7095,3,1.00E-07,2048,128,0.08378
7096,3,1.00E-07,2048,64,0.10488
7097,3,1.00E-06,256,16,0.00791
7098,3,1.00E-07,2048,256,0.32726
7099,3,1.00E-07,2048,128,0.10158
7100,3,1.00E-07,2048,64,0.0837
7101,3,1.00E-07,2048,256,0.26113
7102,3,1.00E-07,2048,256,0.08609
7103,3,1.00E-07,2048,128,0.0707
7104,3,1.00E-07,2048,64,0.0707
7105,3,1.00E-07,2048,32,0.07669
7106,3,1.00E-07,2048,16,0.06769
7107,3,1.00E-07,2048,256,0.17287
7108,3,1.00E-06,256,8,0.00782
7109,3,1.00E-07,2048,128,0.06543
7110,3,1.00E-07,2048,64,0.13277
7111,3,1.00E-07,2048,32,0.08935
7112,3,1.00E-07,2048,16,0.07149
7113,3,1.00E-07,2048,8,0.06622
7114,3,1.00E-07,2048,4,0.06303
7115,3,1.00E-07,2048,256,0.14204
