N,alpha,Kernel,Slip0,SlipBFGS,SlipScarp,SlipSur,Scarp,Sur,Bfgs
2048,1E-07,3,2.26540197965101,2.2509395303836,2.24981800112217,2.24991236809447,2.25011221576521,2.25028804009543,2.24972195049725
2048,1E-06,3,2.2740343675039,2.25227563558181,2.25021760112217,2.25065126809447,2.25052081576521,2.25105034009543,2.24972195049725
2048,1E-05,3,2.29324884931643,2.25274363558181,2.25399817671256,2.25705538916095,2.25460681576521,2.25867334009543,2.24972195049725
2048,0.0001,3,3.31718616595123,2.25687313308059,2.25692165372837,2.25888211462207,2.29546681576521,2.33490334009543,2.24972195049725
2048,0.001,3,11.0558385878854,2.2975139064965,2.31387420635822,2.29175922279757,2.70406681576521,3.09720334009543,2.24972195049725
4096,1E-07,3,2.25627310313853,2.25134872831702,2.24982266962365,2.24990884238314,2.2501135548842,2.25020549381237,2.24972149200972
4096,1E-06,3,2.26991605782786,2.25201150404544,2.25060926962365,2.25134394715854,2.2509253548842,2.25169859381237,2.24972149200972
4096,1E-05,3,2.31153318089104,2.25247950404544,2.25560876890368,2.2548214665073,2.2590433548842,2.26662959381237,2.24972149200972
4096,0.0001,3,3.31707922803616,2.25659448117358,2.25651129687328,2.257707731576,2.3402233548842,2.41593959381237,2.24972149200972
4096,0.001,3,12.6643324406595,2.29589098445972,2.29425131183138,2.29109034602798,3.1520233548842,3.90903959381237,2.24972149200972
8192,1E-07,3,2.25949682016734,2.25168344409472,2.24990675960151,2.2500557257284,2.24992915585278,2.25007996058902,2.24972232354372
8192,1E-06,3,2.26795332505074,2.2518245702587,2.2514763682715,2.25202699582432,2.25155185585278,2.25305176058902,2.24972232354372
8192,1E-05,3,2.49216829075586,2.25223832676676,2.25231794266457,2.25192985748317,2.26777885585278,2.28276976058902,2.24972232354372
8192,0.0001,3,8.17862664695112,2.25628832676676,2.25632478950507,2.25630492831191,2.43004885585278,2.57994976058902,2.24972232354372
8192,0.001,3,17.3901594040554,2.29678832676676,2.29495085212777,2.2942068632981,4.05274885585278,5.55174976058902,2.24972232354372
512,1E-07,4,3.46232980396975,3.32229505641311,3.322177741011,3.32371688071397,3.44877852893445,3.32371688071397,3.32170124645415
512,1E-06,4,3.41580953990479,3.32234365641311,3.32210928562062,3.32385368071397,3.44885052893445,3.32385368071397,3.32170124645415
512,1E-05,4,3.58959405942521,3.32245564703929,3.32354583033656,3.32522168071397,3.44957052893445,3.32522168071397,3.32170124645415
512,0.0001,4,3.85821792113224,3.32713564703929,3.32926705571368,3.33703364444699,3.45677052893445,3.33890168071397,3.32170124645415
512,0.001,4,8.21805363148863,3.37437447144777,3.37606705571368,3.37824023897815,3.52877052893445,3.47570168071397,3.32170124645415
1024,1E-07,4,3.33274568962155,3.32208636271903,3.3220056949092,3.32210702213067,3.32314371908162,3.32451075169534,3.32170252013973
1024,1E-06,4,3.3649326376274,3.32213496271903,3.3220826485481,3.322769769524,3.32327511908162,3.32477715169534,3.32170252013973
1024,1E-05,4,3.57856137418713,3.32245358076426,3.32309958967867,3.32514281054987,3.32458911908162,3.32744115169534,3.32170252013973
1024,0.0001,4,4.6219093195613,3.32713358076426,3.3276664532995,3.32893929793383,3.33772911908162,3.35408115169534,3.32170252013973
1024,0.001,4,10.1954300542632,3.37410483569838,3.38005927919901,3.37575207069236,3.46912911908162,3.62048115169534,3.32170252013973
2048,1E-07,4,3.32996327497207,3.32185550485143,3.32179268936494,3.32191825376654,3.32187935598979,3.32211507430378,3.32170284891381
2048,1E-06,4,3.40028633599142,3.321931728817,3.32205458936494,3.32239165376654,3.32214845598979,3.32260107430378,3.32170284891381
2048,1E-05,4,3.85003012783275,3.322399728817,3.32413565076143,3.32377391853076,3.32483945598979,3.32746107430378,3.32170284891381
2048,0.0001,4,5.39249333773488,3.327079728817,3.32728809448054,3.32967644359375,3.35174945598979,3.37606107430377,3.32170284891381
2048,0.001,4,11.2720113127476,3.37388004074278,3.37806070927602,3.37662844422939,3.62084945598979,3.86206107430378,3.32170284891381
4096,1E-07,4,3.33014624425851,3.3218469916396,3.32177418663155,3.32182777053568,3.32180743040715,3.32195808638553,3.32170494906324
4096,1E-06,4,3.50513798574142,3.32190599696721,3.32231958663155,3.32275297053568,3.32236003040715,3.32291208638553,3.32170494906324
4096,1E-05,4,3.84985225442334,3.32237399696721,3.3224090372444,3.32241498538376,3.32788603040715,3.33245208638553,3.32170494906324
4096,0.0001,4,8.21127783007419,3.32705399696721,3.32710845283151,3.32935435298151,3.38314603040715,3.42785208638553,3.32170494906324
4096,0.001,4,13.519816086645,3.37385399696721,3.37668758350413,3.37450965783674,3.93574603040715,4.38185208638553,3.32170494906324
8192,1E-07,4,3.32833710300214,3.32181124628153,3.32181140584286,3.32191670139783,3.32182538839727,3.32196278801712,3.32170252426554
8192,1E-06,4,3.57536399148076,3.32185946166008,3.32248909395522,3.32225250469469,3.32281358839727,3.32382938801712,3.32170252426554
8192,1E-05,4,4.6193354319104,3.32234546166008,3.3224037455671,3.32432301524058,3.33269558839727,3.34249538801712,3.32170252426554
8192,0.0001,4,8.21127874399815,3.32702272429316,3.32706332048671,3.32717134669833,3.43151558839727,3.52915538801712,3.32170252426554
8192,0.001,4,18.3989119630421,3.37382272429316,3.37623110051872,3.37390415692096,4.41971558839727,5.39575538801712,3.32170252426554
512,1E-07,5,2.61401379259617,2.58970441983366,2.58802791334492,2.58896231584676,2.58908712364952,2.59280772748893,2.58767445232748
512,1E-06,5,2.61539419118963,2.59094772448646,2.58845595343038,2.58919001584676,2.58921582364952,2.59304082748893,2.58767445232748
512,1E-05,5,2.61828221150534,2.59124472448646,2.58959428395686,2.59146701584676,2.59050282364952,2.59537182748894,2.58767445232748
512,0.0001,5,2.75034032688184,2.59512042180485,2.60084428395686,2.61235438156925,2.60337282364952,2.61868182748893,2.58767445232748
512,0.001,5,5.73991820706704,2.62122042180485,2.63326398996703,2.64006888557735,2.73207282364952,2.85178182748893,2.58767445232748
1024,1E-07,5,2.60968805337242,2.58963022839987,2.58788790896114,2.58801189085024,2.58813410337899,2.58844288175717,2.5876718295259
1024,1E-06,5,2.60362592896436,2.58964122200449,2.58812100896114,2.58846549085024,2.58836900337899,2.58890188175717,2.5876718295259
1024,1E-05,5,2.62319778918482,2.58993822200449,2.59045200896114,2.59300149085024,2.59071800337899,2.59349188175717,2.5876718295259
1024,0.0001,5,3.54340121960162,2.59337027767738,2.59305129219027,2.5942471396567,2.61420800337899,2.63939188175717,2.5876718295259
1024,0.001,5,7.4938575509128,2.62098478668305,2.6221437613289,2.62017507383533,2.84910800337899,3.09839188175717,2.5876718295259
2048,1E-07,5,2.60245695830918,2.58964242455085,2.58787521885967,2.58787931808189,2.58925721082309,2.5882665275009,2.58767170601241
2048,1E-06,5,2.61941702219669,2.58967212455085,2.58851906038904,2.58877841808189,2.58973691082309,2.5891782275009,2.58767170601241
2048,1E-05,5,2.71826969751296,2.58996912455085,2.59247006038904,2.59758869431842,2.59453391082309,2.5982952275009,2.58767170601241
2048,0.0001,5,3.54371352601121,2.59329458440692,2.59333815175078,2.59356440833273,2.64250391082309,2.6894652275009,2.58767170601241
2048,0.001,5,9.84917626135716,2.61939458440692,2.63457415640494,2.6231097175092,3.12220391082309,3.6011652275009,2.58767170601241
4096,1E-07,5,2.59401957165352,2.58941069434438,2.58778645144583,2.58794644460511,2.5878554608219,2.58805236276728,2.58767097269496
4096,1E-06,5,2.60102154956163,2.58944039434438,2.58875575144583,2.58975994460511,2.5888373608219,2.58988386276728,2.58767097269496
4096,1E-05,5,2.73384271917838,2.59042036156299,2.59363853550288,2.5893165121258,2.5986563608219,2.60819886276728,2.58767097269496
4096,0.0001,5,5.73345664944476,2.59303036156299,2.59302254768457,2.59285865236128,2.6968463608219,2.79134886276728,2.58767097269496
4096,0.001,5,12.694932074662,2.61913036156299,2.62070887368307,2.6389691329475,3.6787463608219,4.62284886276728,2.58767097269496
8192,1E-07,5,2.59033953590781,2.58924685807181,2.5878798786279,2.58808039165308,2.58792597989704,2.58816089428488,2.58767224307874
8192,1E-06,5,2.60577999305239,2.58927655807181,2.58972150871546,2.59109169249734,2.58979347989704,2.59180319428488,2.58767224307874
8192,1E-05,5,3.01609102801084,2.59030171896377,2.58940080183508,2.58932558067021,2.60846847989704,2.62822619428488,2.58767224307874
8192,0.0001,5,7.48917466125733,2.59291171896377,2.59254141559634,2.59300627009057,2.79521847989704,2.99245619428488,2.58767224307874
8192,0.001,5,18.4587734829943,2.61901171896377,2.61906623014995,2.62012270847089,4.66271847989704,6.63475619428488,2.58767224307874
512,1E-07,6,2.43144382894257,2.40620592749941,2.4031450424267,2.40313681850093,2.408830828701,2.40313681850093,2.40274371268611
512,1E-06,6,2.42486485554158,2.41185674057393,2.40331626221451,2.40336271850093,2.408946928701,2.40336271850093,2.40274371268611
512,1E-05,6,2.43117090541276,2.41434902361986,2.40502644989206,2.40562171850093,2.410107928701,2.40562171850093,2.40274371268611
512,0.0001,6,2.59024645857468,2.41840172644797,2.41369875394501,2.42821171850093,2.421717928701,2.42821171850093,2.40274371268611
512,0.001,6,5.05416632129658,2.43460172644797,2.4309542587076,2.43146087978242,2.537817928701,2.65411171850093,2.40274371268611
1024,1E-07,6,2.41978952573867,2.40531369953636,2.40297781666765,2.40290603969132,2.40379005978754,2.40316761419935,2.40274793746359
1024,1E-06,6,2.42700524870563,2.40770690489681,2.40322261666765,2.40335153969132,2.40404385978754,2.40361491419935,2.40274793746359
1024,1E-05,6,2.42754199122207,2.41238920035679,2.40567061666765,2.40780653969132,2.40658185978754,2.40808791419935,2.40274793746359
1024,0.0001,6,2.58809918299602,2.41392695458026,2.42241193109538,2.41946556468814,2.43196185978754,2.45281791419935,2.40274793746359
1024,0.001,6,7.48269888184355,2.4401824112201,2.43062574596454,2.42749806367727,2.68576185978754,2.90011791419935,2.40274793746359
2048,1E-07,6,2.41508623928125,2.40642461656749,2.40284631811989,2.40291490560842,2.40293036761175,2.40355785808828,2.4027367383787
2048,1E-06,6,2.4093047983273,2.41195255322615,2.40328821811989,2.40378340560842,2.40338306761175,2.40443355808828,2.4027367383787
2048,1E-05,6,2.42510884683203,2.4128658277535,2.4070762976023,2.41168450547017,2.40791006761175,2.41319055808828,2.4027367383787
2048,0.0001,6,2.58735864498441,2.4144858277535,2.4086239180971,2.40822783214047,2.45318006761175,2.50076055808828,2.4027367383787
2048,0.001,6,8.51532738717134,2.4401872445003,2.43029962350179,2.42697333963808,2.90588006761175,3.37646055808828,2.4027367383787
4096,1E-07,6,2.40738254798864,2.4055072214572,2.40285555834769,2.40296470378991,2.40287071687984,2.40304609417206,2.40273589308335
4096,1E-06,6,2.40691245985283,2.41183998820461,2.40383205834769,2.40467311476138,2.40385261687984,2.40478039417206,2.40273589308335
4096,1E-05,6,2.58635780350397,2.41211806746047,2.40625408791592,2.4097034505769,2.41367161687984,2.42212339417206,2.40273589308335
4096,0.0001,6,5.04613366316978,2.41373806746047,2.40825505121332,2.40838633261719,2.51186161687984,2.59555339417206,2.40273589308335
4096,0.001,6,10.8457352009409,2.43984989083295,2.44010099587441,2.42992015825539,3.49376161687984,4.32985339417206,2.40273589308335
8192,1E-07,6,2.40576331215404,2.40626216880177,2.40295229778564,2.40312306473411,2.40296009505221,2.40316135989285,2.40273580582165
8192,1E-06,6,2.41173499956948,2.41171091987317,2.4048538699088,2.40560706489816,2.40488699505221,2.40664165989285,2.40273580582165
8192,1E-05,6,2.58607635053107,2.41187998364975,2.40517188440589,2.40643772293976,2.42415599505221,2.44144465989285,2.40273580582165
8192,0.0001,6,7.4790050424519,2.41349998364975,2.40822765584559,2.40821908704687,2.61684599505221,2.78947465989285,2.40273580582165
8192,0.001,6,16.8335205631242,2.43981189667599,2.43977248834578,2.42974284362992,4.54374599505221,6.26977465989285,2.40273580582165
512,1E-07,7,1.87601758496649,1.8214177511466,1.82064950919152,1.82075545858179,1.82618049983385,1.82075545858179,1.81927027002585
512,1E-06,7,1.89928301769254,1.82299576601904,1.82017221677559,1.82095705858179,1.82628039983385,1.82095705858179,1.81927027002585
512,1E-05,7,1.91512519346682,1.82471826552468,1.82155647458611,1.82297305858179,1.82727939983385,1.82297305858179,1.81927027002585
512,0.0001,7,2.14954285215205,1.83292599208263,1.8330624152821,1.84313305858179,1.83726939983385,1.84313305858179,1.81927027002585
512,0.001,7,2.73597418147056,1.84606522225139,1.84954269516586,1.84541675031954,1.93716939983385,2.04473305858179,1.81927027002585
1024,1E-07,7,1.84358711681153,1.82113945264374,1.81951964376526,1.81983496440508,1.8204397253623,1.82103362461639,1.81926621123493
1024,1E-06,7,1.86451336672095,1.8233857255478,1.81971584376526,1.82020936440508,1.8206449253623,1.82141522461639,1.81926621123493
1024,1E-05,7,1.82736143155035,1.8235657255478,1.82165552835882,1.82395336440508,1.8226969253623,1.82523122461639,1.81926621123493
1024,0.0001,7,2.14673142998448,1.8253657255478,1.83656173173145,1.8408114208488,1.8432169253623,1.86339122461639,1.81926621123493
1024,0.001,7,8.374555542975,1.84504140287841,1.84416642357913,1.84440655018173,2.0484169253623,2.24499122461638,1.81926621123493
2048,1E-07,7,1.83599694497181,1.82232779627373,1.8193677313508,1.81942999069555,1.8194108890899,1.81956222145219,1.81926890428032
2048,1E-06,7,1.84290169430939,1.82309848117591,1.8197889313508,1.82019049069555,1.8198338890899,1.82032812145219,1.81926890428032
2048,1E-05,7,1.84884763990363,1.82370755702549,1.8240009313508,1.82779549069555,1.8240638890899,1.82798712145219,1.81926890428032
2048,0.0001,7,2.7259603495529,1.82701329695608,1.82574824567964,1.84043587100331,1.8663638890899,1.90457712145219,1.81926890428032
2048,0.001,7,9.02718738614198,1.86024569637571,1.86031267627134,1.8597552363907,2.2893638890899,2.67047712145219,1.81926890428032
4096,1E-07,7,1.82630673528999,1.82163871594737,1.81938640598978,1.81946580485109,1.81941641558214,1.81983208191998,1.819265635839
4096,1E-06,7,1.82299661610668,1.82303279328409,1.82019719046973,1.82096168339601,1.82023991558214,1.82134678191998,1.819265635839
4096,1E-05,7,1.84320527326685,1.82313743521226,1.82577158236145,1.82478762753831,1.82847491558214,1.83649378191998,1.819265635839
4096,0.0001,7,2.72590573261506,1.82607687711836,1.82626580415648,1.82615729443565,1.91082491558214,1.98796378191998,1.819265635839
4096,0.001,7,10.5690292151191,1.84317687711836,1.8599891848303,1.86074400088724,2.73432491558214,3.50266378191998,1.819265635839
8192,1E-07,7,1.82234333206257,1.82291910754308,1.81946443037393,1.81960508151135,1.81950768851183,1.81960713266902,1.81926651900395
8192,1E-06,7,1.82414791371349,1.8229626042309,1.82113390995305,1.82260600479535,1.82124918851183,1.82261403266902,1.81926651900395
8192,1E-05,7,1.84224448573881,1.82309613945186,1.83472224659647,1.82210216938194,1.83866418851183,1.85268303266902,1.81926651900395
8192,0.0001,7,7.18407190960129,1.82599058660096,1.82602335692127,1.84366969953452,2.01281418851183,2.15337303266902,1.81926651900395
8192,0.001,7,15.3524436459501,1.84309058660096,1.85977814839214,1.85981252759293,3.75431418851183,5.16027303266902,1.81926651900395
512,1E-07,8,2.4753239009043,2.43008514799632,2.42965470846055,2.43085046556687,2.43519115749773,2.43703436054295,2.42873108643614
512,1E-06,8,2.45475614737343,2.43128075837334,2.4295929221478,2.43116375689892,2.43531265749773,2.43727016054295,2.42873108643614
512,1E-05,8,2.47607064248493,2.44153517147575,2.43099190468724,2.43333321118157,2.43652765749772,2.43962816054295,2.42873108643614
512,0.0001,8,2.48890351391645,2.44752857118613,2.44049352946258,2.43585338001446,2.44867765749773,2.46320816054295,2.42873108643614
512,0.001,8,5.35955592081039,2.50339796403266,2.47137689326869,2.46863190783339,2.57017765749772,2.69900816054295,2.42873108643614
1024,1E-07,8,2.44983445228794,2.43046042213776,2.4289404615812,2.42908216315514,2.42910926910637,2.430529867105,2.42873552248718
1024,1E-06,8,2.45804007140774,2.43531378270899,2.4291663615812,2.42950426315514,2.42935136910638,2.430962767105,2.42873552248718
1024,1E-05,8,2.46735998974302,2.43978822755112,2.43117522635819,2.43372526315514,2.43177236910637,2.435291767105,2.42873552248718
1024,0.0001,8,2.49120740977553,2.46530105519621,2.43543021766204,2.43629891106684,2.45598236910637,2.478581767105,2.42873552248718
1024,0.001,8,8.83784400933371,2.48298776612793,2.46872388988674,2.4672134388407,2.69808236910637,2.911481767105,2.42873552248718
2048,1E-07,8,2.44612688451373,2.43032849206732,2.42884581690059,2.42892038387395,2.43148182607445,2.42897438870766,2.4287177968747
2048,1E-06,8,2.43942833265483,2.43921723873982,2.42929385965135,2.42977088387396,2.43193632607445,2.42983028870766,2.4287177968747
2048,1E-05,8,2.48233051785089,2.43996629897199,2.43306495787954,2.43371819661989,2.43648132607445,2.43838928870766,2.4287177968747
2048,0.0001,8,3.62494848354081,2.46440507958823,2.43420342400656,2.43507569423412,2.48193132607445,2.52397928870766,2.4287177968747
2048,0.001,8,14.5002481964842,2.48240507958823,2.4643585727692,2.48261586511225,2.93643132607445,3.37987928870766,2.4287177968747
4096,1E-07,8,2.43506936430436,2.43021813453028,2.42884697838939,2.42891260039993,2.42889987307147,2.42907240872299,2.42871567317504
4096,1E-06,8,2.43970265057512,2.43917389109383,2.42978567838939,2.43061097881739,2.42984217307147,2.43078690872299,2.42871567317504
4096,1E-05,8,2.48960523681581,2.44434674611199,2.43167104702514,2.43030098175413,2.43926517307147,2.44793190872299,2.42871567317504
4096,0.0001,8,3.72385431114779,2.46440502671552,2.43376827647535,2.43365819700771,2.53349517307147,2.61938190872299,2.42871567317504
4096,0.001,8,15.5615705544938,2.48240502671552,2.4699475514464,2.4825302249952,3.47579517307147,4.33388190872299,2.42871567317504
8192,1E-07,8,2.4309255308407,2.43016566951317,2.428915147337,2.42910194289641,2.42901257832057,2.42911312264688,2.42871725488006
8192,1E-06,8,2.44525356692709,2.43908429923623,2.43052998394124,2.43121548841007,2.43073967832057,2.43253582264688,2.42871725488006
8192,1E-05,8,2.48341508140816,2.44424313471669,2.43006673395227,2.43004023573733,2.44801067832057,2.46676282264688,2.42871725488006
8192,0.0001,8,8.83316771765725,2.46434773560174,2.43349122742833,2.4422410959683,2.62072067832057,2.80903282264688,2.42871725488006
8192,0.001,8,18.9349865919011,2.48234773560174,2.48238608841602,2.50222125232168,4.34782067832057,6.23173282264688,2.42871725488006
512,1E-07,9,2.8106431113071,2.73670631558326,2.73889213575518,2.73607049926328,2.77253536093647,2.73607049926328,2.72916689714491
512,1E-06,9,2.80185640986983,2.73779504920281,2.73842880118632,2.73629819926328,2.77266406093647,2.73629819926328,2.72916689714491
512,1E-05,9,2.86005431281413,2.73859655955615,2.74035470665233,2.73857519926328,2.77395106093647,2.73857519926328,2.72916689714491
512,0.0001,9,3.07085181686163,2.74273883913045,2.74762338989805,2.76134519926328,2.78682106093647,2.76134519926328,2.72916689714491
512,0.001,9,6.09049852890731,2.78503883913045,2.78528881862779,2.78984378434467,2.91552106093647,2.98904519926328,2.72916689714491
1024,1E-07,9,2.77566919829546,2.73728125575813,2.73488594778837,2.73145185608705,2.73512028160044,2.73400296530861,2.72912319874103
1024,1E-06,9,2.78687698302244,2.7376893826223,2.73486654999385,2.73187935608705,2.73535158160044,2.73445026530861,2.72912319874103
1024,1E-05,9,2.84911968050355,2.73744637078727,2.73674754999385,2.73599026246179,2.73766458160044,2.73892326530861,2.72912319874103
1024,0.0001,9,3.29069624030329,2.74672039166484,2.75371099370443,2.74155243179615,2.76079458160044,2.78365326530861,2.72912319874103
1024,0.001,9,8.64368619504625,2.78542039166484,2.78387659453973,2.78368892243477,2.99209458160044,3.23095326530861,2.72912319874103
2048,1E-07,9,2.75334870545881,2.7366260627156,2.73028456319534,2.72959474271041,2.73189312525627,2.72973236698206,2.72912735981458
