ID,Kernel,alpha,N,Delta,time
9745,1,1E-06,4096,256,2.10332179069519
12526,1,1E-07,8192,512,90.2265315055847
14355,1,1E-07,8192,8,20.6374404430389
15377,1,1E-07,8192,1024,120.93687915802
25759,2,1E-07,4096,256,11.9446456432343
27904,2,1E-06,4096,32,46.0582454204559
31905,2,1E-07,8192,256,12.7914099693298
32374,2,1E-07,8192,64,8.24349331855774
36138,2,1E-07,8192,128,555.457406044006
49893,3,1E-07,4096,16,0.465497732162476
51643,3,1E-07,4096,64,0.500102996826172
60057,3,1E-07,8192,256,56.5680403709412
63294,3,1E-06,8192,512,13.0147252082825
63747,3,1E-06,8192,64,57.7064380645752
63823,3,1E-06,8192,512,868.013277769089
64030,3,1E-06,8192,16,72.0853185653687
64917,3,1E-06,8192,128,408.562571525574
80351,4,1E-07,4096,128,0.801981687545776
82219,4,1E-07,4096,32,13.7071003913879
87407,4,1E-07,8192,256,1.48572325706482
89653,4,1E-07,8192,64,249.497437238693
90419,4,1E-07,8192,32,13.3627171516418
101456,5,1E-07,4096,512,0.982837438583374
102300,5,1E-07,4096,512,1.26750087738037
103073,5,1E-07,4096,8,5.91597652435303
104382,5,1E-06,4096,16,2.32669138908386
104733,5,1E-06,4096,512,0.598995208740234
106080,5,1E-06,4096,8,17.9948351383209
106684,5,1E-05,4096,32,21.2453935146332
109630,5,1E-07,8192,32,24.4209034442902
112968,5,1E-06,8192,16,32.5774984359741
115600,5,1E-05,8192,32,114.680039644241
122105,6,1E-07,4096,512,1.09591031074524
126350,6,1E-05,4096,8,14.3199169635773
127775,6,1E-07,8192,512,10.8920452594757
130515,6,1E-07,8192,8,31.4306766986847
132988,6,1E-05,8192,16,155.356006860733
140848,7,1E-07,4096,128,1.251389503479
141238,7,1E-07,4096,64,2.51571750640869
141621,7,1E-07,4096,16,15.7660553455353
144714,7,1E-06,4096,256,24.9061367511749
146703,7,1E-06,4096,256,10.9222509860992
146858,7,1E-06,4096,128,14.3114280700684
147692,7,1E-05,4096,64,16.9599568843842
147842,7,1E-05,4096,32,18.2727534770966
148478,7,1E-05,4096,64,26.4005334377289
154559,7,1E-07,8192,1024,1091.58985257149
157411,7,1E-05,8192,4,19.3543424606323
168295,8,1E-07,4096,32,3.09244203567505
170423,8,1E-07,4096,256,3.24478960037231
172946,8,1E-06,4096,256,71.586954832077
172992,8,1E-06,4096,4,3.33725070953369
175036,8,1E-05,4096,512,123.013633012772
175468,8,0.0001,4096,512,3.11719179153442
176365,8,1E-07,8192,64,114.743671417236
177405,8,1E-07,8192,16,8.78445410728455
177627,8,1E-07,8192,128,11.4144294261932
184543,8,1E-06,8192,512,1124.28906583786
195503,9,1E-07,4096,256,0.425501585006714
196537,9,1E-07,4096,128,2.78026938438416
201094,9,1E-06,4096,512,1.94177508354187
201770,9,1E-06,4096,32,5.26025032997131
205798,9,1E-05,4096,64,59.1096105575562
206772,9,0.0001,4096,4,8.44405651092529
210486,9,1E-07,8192,64,26.8268013000488
210915,9,1E-07,8192,4,453.326564073563
212449,9,1E-07,8192,1024,18.4444599151611
213019,9,1E-07,8192,512,6.06197690963745
214366,9,1E-07,8192,32,9.58638739585876
215419,9,1E-07,8192,4,104.712250232697
216087,9,1E-07,8192,16,49.6300156116486
216206,9,1E-07,8192,64,60.666351556778
216555,9,1E-07,8192,128,103.371019124985
219106,9,1E-06,8192,8,37.4145255088806
220137,9,1E-05,8192,64,158.346536159515
220915,9,0.001,8192,256,103.420909166336
235188,10,1E-07,4096,8,2.99773335456848
236463,10,1E-07,4096,512,0.457123279571533
236856,10,1E-07,4096,8,40.1234254837036
238298,10,1E-07,4096,32,44.1610219478607
240314,10,1E-07,4096,32,307.480134487152
244565,10,1E-06,4096,512,1.44429302215576
244698,10,1E-06,4096,16,107.408451795578
246264,10,1E-06,4096,2,2.92424964904785
247092,10,1E-06,4096,4,3.81319856643677
247322,10,1E-06,4096,2,4.14481925964356
247625,10,1E-06,4096,64,23.8927788734436
249166,10,1E-05,4096,512,6.42223453521729
249519,10,0.0001,4096,512,10.7950041294098
250933,10,1E-07,8192,32,115.480954170227
254689,10,1E-07,8192,64,7.21193718910217
258371,10,1E-07,8192,512,2.25854873657227
258642,10,1E-07,8192,128,1.5148138999939
258877,10,1E-07,8192,256,3.01294827461243
260071,10,1E-07,8192,2,55.9931089878082
262547,10,1E-07,8192,4,424.424403429031
266423,10,1E-06,8192,64,60.8473737239838
266530,10,1E-06,8192,512,19.4833390712738
270429,10,1E-06,8192,8,212.067591428757
274178,10,0.0001,8192,8,110.283278465271
