Name,alpha,N,Delta,time
newinstances_updated/instance12/instance12_17252_4096_3.npz,9.999999999999999e-05,4096,512,468.2687392234802
newinstances_updated/instance12/instance12_17210_4096_3.npz,9.999999999999999e-05,4096,512,56.96751046180725
newinstances_updated/instance12/instance12_17135_4096_3.npz,9.999999999999999e-05,4096,512,270.770831823349
newinstances_updated/instance12/instance12_17169_4096_3.npz,9.999999999999999e-05,4096,512,123.39930629730225
newinstances_updated/instance12/instance12_17244_4096_3.npz,9.999999999999999e-05,4096,512,190.8702278137207
newinstances_updated/instance12/instance12_17202_4096_3.npz,9.999999999999999e-05,4096,512,96.5363438129425
newinstances_updated/instance12/instance12_17182_4096_3.npz,9.999999999999999e-05,4096,512,84.27209639549255
newinstances_updated/instance12/instance12_17116_4096_3.npz,9.999999999999999e-05,4096,512,80.1147129535675
newinstances_updated/instance12/instance12_17354_4096_3.npz,9.999999999999999e-05,4096,512,171.22607827186584
newinstances_updated/instance14/instance14_15585_8192_0.npz,"1,00E-07",8192,8,28.353312253952026
newinstances_updated/instance12/instance12_27962_8192_2.npz,9.999999999999999e-06,8192,1024,891.4897964000702
newinstances_updated/instance12/instance12_27768_8192_2.npz,9.999999999999999e-06,8192,1024,746.8476140499115
newinstances_updated/instance16/instance16_23395_8192_2.npz,9.999999999999999e-06,8192,1024,1756.9092597961426
newinstances_updated/instance17/instance17_27044_8192_2.npz,9.999999999999999e-06,8192,1024,3087.1857335567474
newinstances_updated/instance16/instance16_23919_8192_2.npz,9.999999999999999e-06,8192,1024,3600.00843667984
newinstances_updated/instance17/instance17_27069_8192_2.npz,9.999999999999999e-06,8192,1024,430.8841755390167
newinstances_updated/instance12/instance12_28374_8192_2.npz,9.999999999999999e-06,8192,1024,1578.572071313858
newinstances_updated/instance16/instance16_23317_8192_2.npz,9.999999999999999e-06,8192,1024,1563.3717319965363
newinstances_updated/instance12/instance12_27681_8192_2.npz,9.999999999999999e-06,8192,1024,544.9187619686127
newinstances_updated/instance12/instance12_27889_8192_2.npz,9.999999999999999e-06,8192,1024,371.884548664093
newinstances_updated/instance12/instance12_27930_8192_2.npz,9.999999999999999e-06,8192,1024,1069.2355625629425
newinstances_updated/instance12/instance12_27873_8192_2.npz,9.999999999999999e-06,8192,1024,431.1839258670807
newinstances_updated/instance12/instance12_27687_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0111684799194
newinstances_updated/instance12/instance12_27857_8192_2.npz,9.999999999999999e-06,8192,1024,1995.5503697395325
newinstances_updated/instance12/instance12_28180_8192_2.npz,9.999999999999999e-06,8192,1024,3600.068017244339
newinstances_updated/instance12/instance12_28510_8192_2.npz,9.999999999999999e-06,8192,1024,2020.6010384559631
newinstances_updated/instance16/instance16_23369_8192_2.npz,9.999999999999999e-06,8192,1024,730.0583200454712
newinstances_updated/instance12/instance12_28154_8192_2.npz,9.999999999999999e-06,8192,1024,2014.323373556137
newinstances_updated/instance12/instance12_28456_8192_2.npz,9.999999999999999e-06,8192,1024,3600.007144212723
newinstances_updated/instance12/instance12_28878_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0168318748474
newinstances_updated/instance17/instance17_27123_8192_2.npz,9.999999999999999e-06,8192,1024,3600.00830078125
newinstances_updated/instance12/instance12_27843_8192_2.npz,9.999999999999999e-06,8192,1024,1310.6826312541962
newinstances_updated/instance12/instance12_28065_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0073335170746
newinstances_updated/instance12/instance12_28527_8192_2.npz,9.999999999999999e-06,8192,1024,3600.007519006729
newinstances_updated/instance12/instance12_28213_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0092499256134
newinstances_updated/instance12/instance12_28049_8192_2.npz,9.999999999999999e-06,8192,1024,3600.008236885071
newinstances_updated/instance12/instance12_28410_8192_2.npz,9.999999999999999e-06,8192,1024,2897.93846988678
newinstances_updated/instance12/instance12_27785_8192_2.npz,9.999999999999999e-06,8192,1024,3600.007660150528
newinstances_updated/instance12/instance12_28979_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0069527626038
newinstances_updated/instance12/instance12_28833_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0098888874054
newinstances_updated/instance12/instance12_27914_8192_2.npz,9.999999999999999e-06,8192,1024,1974.6178078651428
newinstances_updated/instance12/instance12_28082_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0209226608276
newinstances_updated/instance12/instance12_28934_8192_2.npz,9.999999999999999e-06,8192,1024,3600.007080078125
newinstances_updated/instance16/instance16_23930_8192_2.npz,9.999999999999999e-06,8192,1024,2070.9735424518585
newinstances_updated/instance17/instance17_27154_8192_2.npz,9.999999999999999e-06,8192,1024,228.21103644371033
newinstances_updated/instance12/instance12_29148_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0107741355896
newinstances_updated/instance12/instance12_28321_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0078961849213
newinstances_updated/instance12/instance12_28583_8192_2.npz,9.999999999999999e-06,8192,1024,3121.4713389873505
newinstances_updated/instance12/instance12_28788_8192_2.npz,9.999999999999999e-06,8192,1024,3600.027867794037
newinstances_updated/instance12/instance12_23249_8192_1.npz,"1,00E-06",8192,1024,2973.541023015976
newinstances_updated/instance12/instance12_28118_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0100481510162
newinstances_updated/instance12/instance12_28677_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0084042549133
newinstances_updated/instance12/instance12_28770_8192_2.npz,9.999999999999999e-06,8192,1024,1854.3015704154968
newinstances_updated/instance12/instance12_28752_8192_2.npz,9.999999999999999e-06,8192,1024,2002.3334889411926
newinstances_updated/instance12/instance12_28659_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0155112743378
newinstances_updated/instance12/instance12_28961_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0074253082275
newinstances_updated/instance12/instance12_28815_8192_2.npz,9.999999999999999e-06,8192,1024,3600.0178215503693
newinstances_updated/instance12/instance12_28736_8192_2.npz,9.999999999999999e-06,8192,1024,1250.3331906795502
newinstances_updated/instance12/instance12_27947_8192_2.npz,9.999999999999999e-06,8192,1024,1607.7908613681793
